,Year_Birth,Education,Marital_Status,Complain,NumWebVisitsMonth,YearRange,HaveChild,AcceptedCmp,Income,Kidhome,Teenhome,Dt_Customer,Recency,TotalChild,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,MntGroceryProducts,TotalPurchase
60,1948,Graduation,Married,0,4,1940,0,0,70666.0,0,0,06-12-2013,29,0,398,40,367,119,122,30,1,7,4,4,526,16
1202,1986,Graduation,Married,0,5,1980,1,2,22518.0,1,0,22-10-2012,36,1,11,7,12,2,2,27,2,2,1,2,21,7
78,1973,2n Cycle,Married,0,7,1970,1,0,23559.0,1,0,03-07-2013,87,1,25,5,19,7,0,23,3,3,0,3,31,9
391,1974,Graduation,Single,0,5,1970,1,0,42373.0,1,1,15-08-2013,83,2,67,5,61,3,8,19,5,2,1,5,69,13
165,1982,Graduation,Married,0,8,1980,1,0,28718.0,1,0,13-07-2013,78,1,12,4,6,11,8,16,2,2,0,3,21,7
1180,1956,Master,Married,0,8,1950,1,1,50965.0,0,1,20-02-2013,87,1,544,13,85,8,6,29,3,10,4,5,106,22
1343,1960,2n Cycle,Married,0,6,1960,1,0,50523.0,1,1,25-12-2013,89,2,51,4,24,4,7,1,2,2,0,4,32,8
1594,1963,Graduation,Married,0,4,1960,1,0,54414.0,1,1,23-01-2013,49,2,109,18,16,24,26,18,4,3,1,5,58,13
1184,1965,Graduation,Married,0,7,1960,1,0,36317.0,0,1,22-05-2013,53,1,87,3,25,3,2,13,2,3,0,4,31,9
1057,1971,Graduation,Married,0,9,1970,1,1,36715.0,1,0,17-11-2012,16,1,172,10,125,21,13,16,6,7,2,4,156,19
349,1957,Graduation,Married,0,2,1950,0,1,78618.0,0,0,28-09-2012,87,0,736,163,818,212,163,61,1,4,7,10,1193,22
185,1989,PhD,Married,0,3,1980,0,0,66973.0,0,0,17-05-2013,98,0,466,22,432,147,113,102,1,8,7,12,601,28
1390,1972,Graduation,Married,0,6,1970,1,0,36026.0,2,1,16-03-2014,34,3,20,4,10,6,4,17,2,2,0,3,20,7
371,1954,Graduation,Divorced,0,7,1950,0,0,27421.0,0,0,12-12-2012,14,0,43,12,96,78,40,55,3,4,1,6,186,14
117,1967,Master,Single,0,5,1960,1,1,32557.0,1,0,24-02-2014,13,1,34,3,29,0,4,10,3,2,1,3,32,9
921,1962,PhD,Married,0,5,1960,1,0,56067.0,0,1,20-07-2013,51,1,517,12,54,16,6,120,2,7,4,7,82,20
252,1970,Master,Married,0,5,1970,1,0,44159.0,1,0,17-06-2014,85,1,167,2,62,24,13,7,4,4,1,6,88,15
507,1959,Graduation,Married,0,2,1950,0,0,71367.0,0,0,23-08-2013,24,0,227,23,389,42,21,75,1,4,5,7,454,17
1737,1961,Basic,Married,0,6,1960,0,0,28249.0,0,0,15-06-2014,80,0,1,9,7,2,14,10,1,2,0,3,18,6
311,1974,Graduation,Married,0,7,1970,1,0,34421.0,1,0,01-07-2013,81,1,3,3,7,6,2,9,1,1,0,2,16,4
717,1973,Graduation,Divorced,0,5,1970,1,3,89694.0,1,1,09-10-2013,22,2,1126,28,211,37,28,42,3,4,3,4,276,14
911,1989,Graduation,Single,0,3,1980,1,0,46107.0,1,0,10-02-2014,78,1,31,9,27,16,9,33,1,1,1,4,52,7
395,1972,PhD,Single,0,8,1970,1,1,27213.0,1,0,30-08-2012,19,1,19,3,26,10,9,3,3,2,0,4,39,9
625,1950,Master,Divorced,0,7,1950,1,1,63120.0,0,1,28-09-2012,53,1,965,69,279,54,41,69,5,8,4,9,402,26
695,1975,Graduation,Single,0,6,1970,1,0,33249.0,1,0,20-02-2013,11,1,6,10,21,19,14,42,2,2,1,3,50,8
761,1971,Graduation,Single,0,2,1970,1,0,72258.0,0,1,12-09-2013,28,1,522,0,522,227,120,134,2,6,9,5,749,22
358,1975,PhD,Single,0,8,1970,1,0,52614.0,0,1,01-12-2012,63,1,789,0,142,12,9,38,2,2,4,8,154,16
923,1953,Graduation,Married,0,2,1950,0,4,94384.0,0,0,04-03-2013,62,0,1111,24,790,160,45,172,0,5,8,5,974,18
263,1960,Graduation,Married,0,6,1960,1,0,29315.0,1,1,06-04-2014,55,2,13,2,14,8,7,4,4,2,0,4,24,10
359,1984,2n Cycle,Married,0,6,1980,1,0,35684.0,1,0,22-04-2014,66,1,10,4,7,0,6,3,1,1,0,3,11,5
1002,1967,PhD,Married,0,4,1960,1,0,56320.0,0,1,08-04-2013,11,1,201,53,172,116,77,83,3,5,4,9,341,21
1640,1951,Graduation,Married,0,2,1950,0,0,86610.0,0,0,05-09-2013,66,0,446,107,768,33,196,53,1,5,6,6,908,18
1620,1982,Graduation,Married,0,3,1980,1,0,22448.0,1,0,26-02-2014,86,1,3,1,8,23,2,18,3,2,1,3,32,9
1477,1972,Master,Married,0,6,1970,1,0,57136.0,1,1,09-07-2013,48,2,306,5,109,21,109,92,9,5,2,10,135,26
1505,1988,2n Cycle,Single,0,9,1980,1,0,23331.0,1,0,05-10-2012,97,1,104,20,101,24,15,5,6,5,1,5,145,17
1000,1966,Master,Married,0,5,1960,1,0,33564.0,0,1,24-06-2014,51,1,61,0,3,0,0,7,1,1,1,3,3,6
634,1977,Master,Married,0,4,1970,1,0,78710.0,0,1,23-05-2014,42,1,721,0,152,119,50,50,3,7,6,12,271,28
1672,1973,PhD,Married,0,5,1970,1,0,55012.0,0,1,21-03-2014,85,1,582,0,65,0,0,13,6,8,2,9,65,25
771,1976,Graduation,Divorced,0,9,1970,1,0,40780.0,0,1,08-09-2012,30,1,229,27,71,13,3,34,4,7,1,5,111,17
1187,1972,Graduation,Married,0,4,1970,1,1,77044.0,0,1,27-10-2013,12,1,625,38,242,50,34,76,2,7,11,11,330,31
16,1946,Graduation,Married,0,7,1940,0,0,37760.0,0,0,31-08-2012,20,0,84,5,38,150,12,28,2,4,1,6,193,13
51,1955,Master,Married,0,1,1950,0,2,82384.0,0,0,19-11-2012,55,0,984,51,432,180,120,190,1,3,10,13,663,27
1344,1965,Master,Single,0,8,1960,1,0,35791.0,2,1,06-05-2013,94,3,27,0,5,0,0,3,2,1,0,3,5,6
493,1956,Master,Married,0,5,1950,1,0,50943.0,0,1,21-06-2013,49,1,31,0,7,2,0,6,1,1,0,3,9,5
601,1967,Graduation,Married,0,7,1960,1,0,22574.0,2,1,28-10-2013,28,3,25,0,8,2,0,2,2,2,0,3,10,7
1661,1985,PhD,Married,0,8,1980,1,0,18169.0,1,0,19-02-2013,40,1,9,0,5,0,0,7,1,1,0,2,5,4
1078,1986,Graduation,Married,0,8,1980,1,0,38508.0,1,0,02-08-2013,95,1,120,19,206,25,19,54,6,7,2,5,250,20
351,1978,Graduation,Married,0,4,1970,1,0,28442.0,2,0,24-02-2014,53,2,19,3,10,11,8,6,3,2,1,4,24,10
1015,1971,PhD,Married,0,6,1970,1,2,37126.0,1,0,30-03-2014,9,1,45,3,9,4,4,7,1,1,2,2,16,6
1726,1971,Master,Single,0,9,1970,1,1,39763.0,1,0,04-08-2013,9,1,80,1,60,4,6,16,2,5,1,2,65,10
1599,1976,2n Cycle,Married,0,7,1970,1,0,36301.0,1,0,25-10-2013,53,1,11,12,35,3,5,12,1,3,0,3,50,7
1017,1959,Graduation,Married,0,3,1950,1,1,61180.0,0,1,23-04-2014,70,1,403,24,29,6,24,218,2,5,5,6,59,18
893,1963,PhD,Divorced,0,8,1960,1,1,52278.0,0,1,25-01-2013,24,1,953,0,71,0,0,174,6,10,5,10,71,31
97,1959,PhD,Single,0,6,1950,1,0,34554.0,0,1,30-03-2014,43,1,41,1,6,2,0,5,2,2,0,3,9,7
1530,1983,Graduation,Married,0,8,1980,1,0,39922.0,1,0,14-02-2013,30,1,29,12,59,19,1,36,2,3,0,4,90,9
1292,1984,Graduation,Married,0,4,1980,1,0,37235.0,1,0,01-02-2014,68,1,20,2,9,4,6,20,1,1,1,2,15,5
1528,1961,Graduation,Divorced,0,6,1960,1,0,27215.0,2,1,23-01-2013,50,3,30,5,22,8,9,28,4,2,1,4,35,11
196,1965,PhD,Single,0,7,1960,1,0,40637.0,1,1,17-07-2013,72,2,22,0,13,0,0,3,2,1,0,3,13,6
996,1976,Graduation,Single,0,7,1970,0,0,20180.0,0,0,20-02-2013,27,0,18,42,24,15,20,18,1,2,1,4,81,8
183,1964,PhD,Married,0,7,1960,1,0,45759.0,1,1,23-02-2013,13,2,42,1,18,3,0,4,2,2,0,3,22,7
1580,1988,Graduation,Single,0,3,1980,0,0,68655.0,0,0,10-08-2012,95,0,456,19,832,75,118,38,1,4,5,11,926,21
1727,1955,PhD,Married,0,4,1950,1,0,38725.0,1,1,10-05-2014,52,2,31,0,6,2,1,5,2,1,0,4,8,7
613,1975,Graduation,Single,0,3,1970,1,0,84196.0,0,1,03-06-2013,56,1,215,63,507,231,31,190,1,8,4,7,801,20
980,1987,Graduation,Married,0,8,1980,1,0,22434.0,1,0,13-02-2013,25,1,4,12,11,3,13,15,2,2,0,3,26,7
1073,1986,2n Cycle,Single,0,1,1980,0,0,80910.0,0,0,31-10-2012,71,0,160,80,369,67,39,41,1,3,3,8,516,15
682,1960,Graduation,Married,0,4,1960,0,1,78468.0,0,0,09-04-2014,29,0,434,22,388,104,22,34,1,10,7,10,514,28
533,1976,Graduation,Married,0,3,1970,1,0,54058.0,0,1,04-06-2013,56,1,198,18,252,32,108,54,2,4,6,8,302,20
610,1978,2n Cycle,Single,0,7,1970,1,0,36975.0,1,0,28-12-2013,50,1,10,6,11,0,4,2,1,1,0,3,17,5
687,1968,Master,Divorced,0,7,1960,1,0,41335.0,1,0,26-12-2013,24,1,112,19,21,16,14,5,3,4,1,4,56,12
1389,1948,Graduation,Married,0,2,1940,0,0,51315.0,0,0,23-02-2014,45,0,68,28,39,16,30,41,1,2,2,5,83,10
81,1960,Graduation,Married,0,7,1960,1,0,29440.0,1,1,11-08-2013,95,2,17,8,14,10,4,3,2,1,0,4,32,7
1129,1960,Master,Married,0,1,1960,1,0,54197.0,0,1,03-04-2014,16,1,162,6,37,6,13,13,2,1,3,6,49,12
397,1974,PhD,Married,0,9,1970,1,0,30351.0,1,0,06-06-2013,19,1,14,0,24,3,3,2,1,3,0,2,27,6
267,1981,Master,Married,0,1,1980,0,0,77882.0,0,0,30-04-2014,29,0,68,129,396,188,22,15,1,3,3,5,713,12
589,1961,Graduation,Single,0,7,1960,1,0,30081.0,0,1,21-02-2013,27,1,36,0,2,0,0,4,1,1,0,3,2,5
386,1984,Graduation,Married,0,8,1980,1,1,15345.0,1,0,31-08-2012,51,1,5,2,16,3,2,19,2,1,1,2,21,6
1471,1975,Master,Married,0,5,1970,1,0,53253.0,1,1,11-02-2013,61,2,216,9,57,20,9,125,7,4,3,5,86,19
1521,1965,2n Cycle,Married,0,1,1960,0,0,76800.0,0,0,08-03-2014,33,0,173,26,255,35,71,81,1,4,4,7,316,16
132,1959,PhD,Married,0,8,1950,1,0,33762.0,2,1,07-07-2013,61,3,53,1,34,2,0,16,3,2,2,2,37,9
265,1963,PhD,Married,0,4,1960,1,0,66313.0,0,1,16-09-2013,86,1,625,7,99,10,22,7,2,6,3,12,116,23
1055,1978,PhD,Married,0,7,1970,1,0,41014.0,1,0,22-04-2013,65,1,7,2,6,2,0,3,1,1,0,2,10,4
1448,1970,PhD,Married,0,3,1970,1,0,59892.0,0,1,02-11-2013,26,1,73,0,13,0,1,0,1,2,1,3,13,7
997,1973,Graduation,Married,0,7,1970,1,0,34961.0,1,0,19-06-2014,77,1,45,2,26,4,1,1,3,3,1,3,32,10
88,1973,Master,Married,0,1,1970,0,0,51222.5,0,0,23-11-2013,87,0,445,37,359,98,28,18,1,2,4,8,494,15
944,1980,Graduation,Married,0,5,1980,1,0,50183.0,1,1,25-06-2014,47,2,97,12,84,13,10,15,7,3,1,6,109,17
38,1985,Master,Married,0,8,1980,1,0,20559.0,1,0,12-03-2013,88,1,13,1,29,3,0,7,2,2,0,3,33,7
844,1987,Graduation,Married,0,6,1980,0,0,7500.0,0,0,09-01-2013,94,0,0,2,3,4,1,5,1,0,0,3,9,4
676,1952,Basic,Married,0,6,1950,0,0,13084.0,0,0,02-11-2013,29,0,2,0,7,3,7,10,1,1,0,3,10,5
571,1967,2n Cycle,Married,0,8,1960,1,0,47821.0,1,1,20-10-2013,54,2,9,0,16,6,6,10,1,1,0,3,22,5
629,1959,PhD,Divorced,0,6,1950,1,0,62859.0,0,1,30-12-2012,37,1,1063,89,102,16,12,25,4,9,4,6,207,23
1357,1948,Graduation,Married,0,1,1940,0,2,92344.0,0,0,15-01-2014,9,0,992,24,694,51,19,119,0,5,10,5,769,20
1733,1986,2n Cycle,Married,0,6,1980,1,0,21955.0,1,0,07-09-2013,81,1,5,1,7,17,14,11,2,2,1,3,25,8
294,1984,Graduation,Married,0,7,1980,1,0,23976.0,1,0,27-12-2013,68,1,14,1,21,2,3,25,3,3,1,3,24,10
261,1983,Master,Single,1,5,1980,1,0,31788.0,1,0,20-03-2014,15,1,16,7,23,0,8,6,3,3,0,4,30,10
1166,1969,Master,Divorced,0,4,1960,1,3,67369.0,0,1,17-11-2012,81,1,1298,0,70,37,14,42,4,7,4,10,107,25
1310,1952,Graduation,Divorced,0,6,1950,1,0,40049.0,0,1,16-10-2013,23,1,13,6,7,0,3,3,1,1,0,3,13,5
1446,1954,Graduation,Married,0,7,1950,1,0,39898.0,0,1,12-02-2013,20,1,69,8,26,12,7,12,2,3,0,4,46,9
1698,1951,Graduation,Married,0,4,1950,1,0,71107.0,0,1,17-02-2013,61,1,533,10,217,198,174,195,2,7,6,13,425,28
405,1975,2n Cycle,Married,0,5,1970,1,1,19789.0,1,0,20-11-2013,24,1,2,5,9,28,6,28,3,2,1,3,42,9
1740,1946,PhD,Married,0,6,1940,0,0,51012.0,0,0,18-04-2013,86,0,102,9,63,2,9,24,1,4,1,4,74,10
1717,1969,Graduation,Divorced,0,5,1960,1,0,69901.0,0,1,29-05-2013,95,1,312,21,206,102,92,149,3,7,3,10,329,23
356,1976,Graduation,Divorced,0,7,1970,1,0,31615.0,1,0,16-03-2013,82,1,2,3,20,6,11,9,2,2,0,3,29,7
608,1971,Graduation,Single,0,7,1970,0,0,31632.0,0,0,14-07-2013,92,0,17,8,12,11,15,32,1,2,1,2,31,6
1169,1969,Master,Married,0,6,1960,1,0,43641.0,1,1,22-04-2013,50,2,57,2,51,4,2,23,3,2,1,4,57,10
239,1988,PhD,Married,0,3,1980,0,0,67546.0,0,0,31-08-2012,90,0,864,134,768,150,38,172,1,4,10,5,1052,20
1150,1960,Master,Married,0,5,1960,1,0,47353.0,0,1,13-11-2013,93,1,184,2,19,8,8,4,3,2,2,6,29,13
981,1954,PhD,Married,0,8,1950,1,0,36930.0,0,1,17-05-2013,50,1,223,2,31,0,2,39,5,5,2,4,33,16
1504,1988,2n Cycle,Married,0,8,1980,1,0,23331.0,1,0,04-09-2012,92,1,5,36,7,0,10,45,2,3,0,3,43,8
119,1976,Graduation,Divorced,0,7,1970,1,0,30992.0,1,0,22-04-2013,83,1,17,0,14,7,3,2,1,1,0,3,21,5
1397,1970,Graduation,Married,0,7,1970,1,0,28164.0,1,0,04-05-2013,23,1,3,18,26,11,8,12,3,2,0,4,55,9
1064,1983,Graduation,Married,0,6,1980,1,0,43776.0,1,0,03-05-2014,77,1,8,0,9,2,1,3,1,1,0,2,11,4
960,1979,Master,Divorced,0,7,1970,1,0,33462.0,1,0,07-08-2013,78,1,22,3,18,0,0,11,1,2,0,3,21,6
751,1965,2n Cycle,Married,0,4,1960,1,0,46891.0,0,1,01-09-2013,91,1,43,12,23,29,15,61,1,2,1,4,64,8
374,1971,Graduation,Single,0,5,1970,1,0,10245.0,1,0,15-05-2013,32,1,4,7,7,6,4,13,3,1,2,2,20,8
453,1975,Graduation,Married,0,7,1970,1,0,33183.0,1,0,24-02-2014,46,1,7,5,39,17,15,37,2,4,0,3,61,9
110,1980,PhD,Married,0,7,1980,1,0,43974.0,1,0,12-12-2012,19,1,378,0,101,0,0,72,5,6,4,6,101,21
1431,1974,PhD,Married,0,6,1970,0,1,38410.0,0,0,14-09-2012,65,0,153,64,123,116,64,14,2,5,2,9,303,18
1493,1976,Graduation,Single,0,6,1970,1,0,37697.0,1,0,07-02-2014,82,1,34,6,21,11,4,8,1,2,1,3,38,7
935,1976,PhD,Married,0,8,1970,1,0,16927.0,1,1,10-02-2013,50,2,20,2,23,3,1,4,5,3,0,4,28,12
1377,1967,PhD,Married,0,9,1960,1,0,36947.0,1,1,07-08-2012,49,2,88,3,21,4,1,29,4,3,0,4,28,11
503,1946,PhD,Married,0,8,1940,1,0,44124.0,0,1,11-05-2013,62,1,284,0,55,0,6,52,4,6,2,5,55,17
1385,1944,Graduation,Married,0,1,1940,0,2,80589.0,0,0,22-01-2014,25,0,507,93,520,242,40,26,1,5,10,5,855,21
1280,1965,PhD,Married,0,2,1960,0,2,81051.0,0,0,23-05-2014,43,0,1142,29,249,38,29,14,1,5,5,12,316,23
1419,1957,Graduation,Married,0,8,1950,1,1,52852.0,0,1,01-12-2012,93,1,714,8,99,11,0,47,4,10,7,5,118,26
729,1975,2n Cycle,Married,0,5,1970,1,0,17003.0,1,0,09-12-2013,37,1,2,5,12,4,8,7,3,2,0,4,21,9
410,1983,Graduation,Married,0,6,1980,1,0,30096.0,1,0,22-05-2014,30,1,5,3,11,12,5,9,1,2,0,3,26,6
1548,1992,Graduation,Married,0,7,1990,0,0,34935.0,0,0,21-06-2013,71,0,34,4,66,3,10,20,1,2,1,4,73,8
367,1961,PhD,Married,0,6,1960,1,0,66426.0,0,1,02-10-2013,14,1,1043,24,97,32,24,157,2,3,5,10,153,20
805,1963,Graduation,Married,0,8,1960,0,0,22419.0,0,0,18-04-2013,74,0,30,3,47,19,21,42,1,3,2,2,69,8
1744,1985,Graduation,Single,0,8,1980,1,0,29760.0,1,0,29-08-2012,87,1,64,4,68,7,5,17,4,3,1,4,79,12
384,1991,PhD,Married,0,2,1990,0,0,68682.0,0,0,06-10-2013,56,0,919,0,505,99,30,45,1,4,9,10,604,24
200,1966,Graduation,Married,0,6,1960,1,0,44794.0,0,1,08-06-2014,99,1,54,0,7,0,0,4,1,2,0,3,7,6
965,1969,Graduation,Married,0,5,1960,0,4,75759.0,0,0,25-10-2013,46,0,1394,22,708,89,91,182,1,9,7,9,819,26
65,1970,Graduation,Married,0,5,1970,1,0,74854.0,1,2,08-04-2013,90,3,856,59,487,58,29,73,7,2,5,5,604,19
1456,1976,Master,Single,0,4,1970,1,0,70379.0,0,1,03-03-2013,84,1,553,25,142,65,67,8,3,6,3,13,232,25
1322,1956,PhD,Married,0,2,1950,0,0,76542.0,0,0,30-03-2013,91,0,794,73,573,0,29,14,1,4,8,10,646,23
1088,1973,PhD,Single,0,5,1970,1,0,54466.0,1,1,09-02-2014,78,2,12,0,4,0,0,0,1,1,0,2,4,4
867,1970,PhD,Married,0,1,1970,0,0,82072.0,0,0,02-07-2013,67,0,889,55,685,168,92,129,1,3,2,13,908,19
272,1946,Graduation,Married,0,7,1940,0,0,37760.0,0,0,31-08-2012,20,0,84,5,38,150,12,28,2,4,1,6,193,13
1523,1962,Graduation,Married,0,2,1960,0,1,76081.0,0,0,23-05-2014,85,0,292,30,415,63,33,200,1,4,5,4,508,14
382,1946,PhD,Married,0,6,1940,0,0,51012.0,0,0,18-04-2013,86,0,102,9,63,2,9,24,1,4,1,4,74,10
677,1949,Master,Divorced,0,7,1940,1,1,47570.0,1,1,29-05-2013,3,2,67,1,20,0,2,31,3,2,2,2,21,9
238,1953,Graduation,Married,0,5,1950,1,0,75027.0,0,1,09-01-2013,74,1,925,64,179,133,12,77,2,9,4,6,376,21
1210,1971,Graduation,Married,0,6,1970,1,0,64722.0,1,0,26-05-2014,47,1,303,0,280,60,147,15,4,8,2,11,340,25
1062,1970,Graduation,Single,0,4,1970,1,0,24163.0,1,1,12-10-2013,3,2,4,1,7,2,1,2,2,1,0,3,10,6
541,1971,PhD,Single,0,6,1970,1,0,60504.0,0,1,07-02-2014,73,1,458,0,24,6,4,34,2,6,2,8,30,18
478,1952,2n Cycle,Divorced,0,8,1950,0,0,28457.0,0,0,28-10-2012,96,0,24,1,108,29,29,14,1,4,1,4,138,10
1547,1947,PhD,Married,0,1,1940,0,2,81574.0,0,0,28-04-2014,89,0,1252,0,465,46,35,0,1,4,5,8,511,18
1575,1963,PhD,Married,0,8,1960,1,0,54072.0,1,1,27-07-2013,71,2,35,0,4,0,0,0,1,2,0,2,4,5
1576,1977,Graduation,Married,0,3,1970,1,0,71855.0,0,1,16-01-2013,59,1,548,31,422,0,112,28,4,5,5,11,453,25
1470,1988,Graduation,Married,0,4,1980,0,0,68487.0,0,0,13-01-2013,48,0,758,12,385,33,89,89,1,9,7,13,430,30
1421,1973,2n Cycle,Married,0,2,1970,1,0,69401.0,0,1,23-03-2014,41,1,399,27,159,58,8,39,4,4,4,5,244,17
188,1977,Graduation,Married,0,8,1970,1,0,31353.0,1,1,29-12-2013,24,2,10,0,10,3,1,7,2,1,1,2,13,6
552,1970,2n Cycle,Married,0,4,1970,1,0,62466.0,0,1,15-01-2014,13,1,129,129,259,168,121,83,5,6,3,12,556,26
681,1961,Graduation,Single,0,6,1960,0,0,45938.0,0,0,03-11-2013,46,0,273,11,178,62,83,29,2,8,4,6,251,20
1023,1960,PhD,Married,0,3,1960,1,0,77037.0,0,1,13-10-2013,3,1,463,96,333,168,53,10,1,7,7,12,597,27
1164,1974,2n Cycle,Married,0,5,1970,1,0,45894.0,0,2,27-02-2014,15,2,27,2,7,0,2,13,1,1,0,3,9,5
986,1963,PhD,Single,0,6,1960,1,0,36736.0,1,1,10-05-2013,52,2,10,0,3,0,0,4,1,1,0,2,3,4
316,1976,PhD,Divorced,0,8,1970,1,0,14849.0,1,0,02-07-2013,39,1,21,2,28,3,2,9,3,2,0,4,33,9
214,1970,PhD,Married,0,3,1970,1,0,77622.0,0,2,14-04-2014,3,2,520,7,154,19,0,14,2,6,3,11,180,22
1148,1957,Master,Married,0,7,1950,1,1,66726.0,1,1,12-01-2014,61,2,349,7,35,0,0,47,3,8,2,4,42,17
1615,1960,Master,Divorced,0,4,1960,0,0,39228.0,0,0,10-05-2013,1,0,7,1,6,0,3,3,1,0,0,3,7,4
1657,1971,Graduation,Single,0,6,1970,1,0,58350.0,0,1,04-01-2013,5,1,493,26,206,116,80,80,4,8,3,12,348,27
874,1983,Graduation,Married,0,1,1980,0,0,76630.0,0,0,14-01-2014,93,0,255,31,446,40,56,175,1,3,10,11,517,25
660,1963,PhD,Married,0,5,1960,1,2,81300.0,0,1,30-10-2012,17,1,1004,12,145,32,12,36,3,10,3,5,189,21
1116,1989,Graduation,Married,0,5,1980,1,0,37155.0,1,0,31-01-2013,51,1,23,0,26,7,15,3,1,2,0,4,33,7
531,1984,PhD,Single,0,6,1980,1,0,42710.0,1,0,28-11-2012,38,1,252,3,42,4,3,102,2,4,5,3,49,14
255,1966,Master,Married,0,7,1960,1,0,38179.0,1,1,14-03-2013,30,2,38,4,22,4,2,20,4,3,1,3,30,11
30,1952,PhD,Divorced,0,6,1950,1,1,46610.0,0,2,29-10-2012,8,2,96,12,96,33,22,43,6,4,1,6,141,17
662,1985,2n Cycle,Married,0,9,1980,1,2,36145.0,1,0,16-06-2013,13,1,56,4,76,17,1,18,4,4,1,3,97,12
1339,1973,Graduation,Married,0,8,1970,1,0,37971.0,1,0,25-11-2013,97,1,5,4,10,2,2,7,1,1,0,3,16,5
230,1973,Graduation,Single,0,7,1970,1,0,7500.0,1,0,26-12-2013,54,1,5,3,10,12,7,20,4,3,1,3,25,11
901,1993,Graduation,Single,0,1,1990,0,0,72354.0,0,0,17-04-2013,67,0,315,26,473,220,12,182,1,2,10,6,719,19
157,1984,Graduation,Married,0,8,1980,1,0,23228.0,1,0,05-01-2014,91,1,53,3,49,7,4,5,4,3,0,4,59,11
1440,1950,PhD,Married,0,3,1950,1,0,41145.0,1,1,08-02-2014,20,2,9,0,3,0,0,1,1,0,0,3,3,4
385,1971,Graduation,Married,0,8,1970,1,0,43824.0,1,1,15-09-2012,18,2,96,1,42,12,3,32,4,3,1,4,55,12
1170,1968,Master,Divorced,0,6,1960,1,0,63841.0,0,1,21-04-2013,64,1,635,15,100,20,7,131,1,9,3,9,135,22
380,1979,Master,Married,0,4,1970,1,0,62499.0,1,0,09-12-2013,0,1,140,4,61,0,13,4,2,3,1,6,65,12
1268,1963,PhD,Single,0,4,1960,1,0,48918.0,1,1,12-04-2014,21,2,52,0,9,0,0,1,2,1,0,4,9,7
721,1989,Basic,Married,0,7,1980,1,0,17487.0,1,0,18-03-2013,37,1,0,0,1,7,4,6,1,1,0,2,8,4
864,1975,Graduation,Divorced,0,5,1970,1,0,36627.0,2,0,23-07-2013,78,2,9,1,5,0,0,1,1,0,0,3,6,4
264,1963,Graduation,Divorced,0,7,1960,1,0,33378.0,1,1,06-02-2013,38,2,33,6,40,3,7,10,3,2,0,4,49,9
875,1991,Basic,Single,0,7,1990,1,0,26868.0,1,0,30-04-2014,52,1,0,0,1,8,3,2,1,1,0,2,9,4
787,1976,Master,Married,0,7,1970,1,0,49681.0,0,2,04-11-2013,66,2,411,0,26,0,0,21,6,7,1,7,26,21
101,1979,Basic,Married,0,5,1970,1,0,24594.0,1,0,10-12-2013,94,1,1,3,6,10,0,9,1,1,0,3,19,5
13,1987,Graduation,Married,0,8,1980,0,0,17323.0,0,0,10-10-2012,38,0,3,14,17,6,1,5,1,1,0,3,37,5
1362,1972,Master,Married,0,5,1970,1,0,53761.0,1,1,11-10-2013,7,2,158,0,76,13,7,71,6,4,4,3,89,17
68,1959,Graduation,Married,0,7,1950,1,0,65031.0,0,1,17-03-2013,29,1,258,107,291,84,37,86,4,10,3,13,482,30
1089,1984,PhD,Single,0,8,1980,1,0,16269.0,1,0,30-08-2013,75,1,19,3,18,3,1,0,3,3,0,3,24,9
1188,1969,Graduation,Married,0,3,1960,0,1,74918.0,0,0,12-03-2013,78,0,972,59,913,25,19,59,1,5,9,6,997,21
1235,1983,PhD,Divorced,0,2,1980,0,2,90687.0,0,0,22-05-2013,98,0,982,17,672,23,34,51,1,6,2,8,712,17
877,1972,PhD,Single,0,6,1970,1,0,55260.0,0,1,12-12-2012,81,1,825,8,53,11,0,242,2,8,10,5,72,25
71,1977,Graduation,Divorced,0,6,1970,1,0,40246.0,1,0,19-12-2012,68,1,2,1,6,2,1,1,1,1,0,2,9,4
1699,1964,PhD,Married,0,6,1960,1,0,46910.0,1,1,23-03-2014,36,2,48,0,14,0,0,6,2,2,0,3,14,7
1728,1972,Graduation,Married,0,5,1970,1,0,77981.0,1,0,26-05-2013,78,1,138,120,204,16,126,60,3,7,4,7,340,21
566,1970,Graduation,Married,0,8,1970,1,0,13260.0,1,1,23-08-2013,48,2,9,4,17,10,2,7,4,3,0,3,31,10
1473,1977,Graduation,Married,0,8,1970,1,1,42014.0,1,0,17-08-2012,56,1,244,15,108,4,15,50,6,7,1,6,127,20
1739,1974,PhD,Divorced,0,9,1970,1,1,25509.0,1,0,18-09-2012,15,1,40,3,30,10,7,11,3,3,0,3,43,9
798,1976,Graduation,Married,0,6,1970,1,0,30772.0,1,1,12-03-2014,89,2,7,2,4,2,1,4,1,1,0,2,8,4
846,1975,2n Cycle,Single,0,7,1970,1,0,49514.0,1,0,17-12-2013,61,1,88,39,78,58,13,93,2,6,1,4,175,13
523,1982,Graduation,Single,0,6,1980,1,0,28567.0,1,0,17-06-2013,57,1,11,3,22,2,2,6,2,2,0,3,27,7
626,1971,Graduation,Married,0,2,1970,1,1,73691.0,0,1,06-11-2013,58,1,707,21,250,85,43,73,2,6,2,8,356,18
