,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,MntGroceryProducts,TotalPurchase,YearRange,TotalChild,HaveChild
1087,1954,Graduation,Married,46734.0,0,1,40,110,5,137,26,23,29,2,6,1,5,7,168,14,1950,1,1
1088,1962,Graduation,Divorced,39552.0,1,1,54,165,3,147,4,24,41,7,6,2,5,8,154,20,1960,2,1
1089,1966,Graduation,Single,86358.0,1,1,78,957,47,494,82,47,95,4,5,3,6,8,623,18,1960,2,1
1090,1977,Graduation,Married,46931.0,2,1,94,41,0,17,3,1,16,2,1,1,3,3,20,7,1970,3,1
1091,1985,Basic,Single,16581.0,0,0,51,1,3,4,2,3,11,1,0,0,3,4,9,4,1980,0,0
1092,1952,2n Cycle,Divorced,63998.0,0,0,42,176,29,818,0,33,112,1,7,6,11,4,847,25,1950,0,0
1093,1951,Master,Married,67381.0,0,1,67,815,8,53,11,0,70,4,2,2,9,7,72,17,1950,1,1
1094,1967,Graduation,Single,25930.0,1,1,87,6,1,2,2,0,4,1,1,0,2,7,5,4,1960,2,1
1095,1978,Graduation,Married,42693.0,1,0,29,8,4,20,6,3,16,1,1,0,3,5,30,5,1970,1,1
1096,1976,Graduation,Married,85606.0,0,1,89,717,42,864,219,30,84,2,6,7,9,3,1125,24,1970,1,1
1097,1985,Graduation,Single,72903.0,0,0,74,1067,138,750,0,19,39,1,7,5,8,4,888,21,1980,0,0
1098,1974,2n Cycle,Married,49669.0,1,0,97,166,5,107,11,8,29,2,5,1,6,6,123,14,1970,1,1
1099,1968,PhD,Married,36778.0,1,1,63,29,4,34,2,4,4,3,3,0,3,9,40,9,1960,2,1
1100,1962,PhD,Divorced,85696.0,0,0,88,714,76,395,116,0,12,1,4,6,9,1,587,20,1960,0,0
1101,1989,Master,Divorced,10979.0,0,0,34,8,4,10,2,2,4,2,3,0,3,5,16,8,1980,0,0
1102,1961,Graduation,Married,49678.0,0,1,81,229,5,56,3,2,20,2,6,2,4,7,64,14,1960,1,1
1103,1953,Master,Married,56129.0,0,1,65,320,48,133,39,72,48,4,6,2,10,4,220,22,1950,1,1
1104,1989,Graduation,Married,37155.0,1,0,51,23,0,26,7,15,3,1,2,0,4,5,33,7,1980,1,1
1105,1978,2n Cycle,Divorced,21282.0,1,0,76,1,5,8,4,8,20,2,2,1,2,6,17,7,1970,1,1
1106,1962,PhD,Single,33419.0,0,1,76,56,0,12,0,0,18,2,2,0,4,7,12,8,1960,1,1
1107,1945,Graduation,Divorced,63285.0,0,0,84,508,124,249,50,38,134,1,6,5,13,3,423,25,1940,0,0
1108,1974,Master,Married,21255.0,1,0,56,29,0,25,2,2,3,4,2,1,4,4,27,11,1970,1,1
1109,1981,Graduation,Married,42162.0,1,0,31,46,7,59,2,4,27,2,3,1,3,6,68,9,1980,1,1
1110,1956,Graduation,Married,54450.0,1,1,0,454,0,171,8,19,32,12,9,2,8,8,179,31,1950,2,1
1111,1954,PhD,Married,57744.0,0,1,91,350,3,39,0,0,19,2,9,1,4,8,42,16,1950,1,1
1112,1986,Graduation,Single,26576.0,1,0,40,10,0,8,0,0,9,1,1,0,2,9,8,4,1980,1,1
1113,1943,PhD,Divorced,57513.0,0,0,59,735,40,183,52,20,30,2,9,3,13,6,275,27,1940,0,0
1114,1964,Graduation,Married,68142.0,0,1,96,897,126,196,91,112,37,3,10,4,7,6,413,24,1960,1,1
1115,1979,Graduation,Married,7500.0,0,1,61,5,2,3,3,0,5,1,1,0,2,8,8,4,1970,1,1
1116,1974,Graduation,Married,83145.0,0,0,14,777,35,731,39,137,114,1,5,9,11,2,805,26,1970,0,0
1117,1960,Master,Married,54197.0,0,1,16,162,6,37,6,13,13,2,1,3,6,1,49,12,1960,1,1
1118,1963,PhD,Single,23091.0,1,1,98,35,0,11,0,0,2,4,2,1,3,7,11,10,1960,2,1
1119,1976,Graduation,Married,46049.0,1,1,11,342,9,112,19,14,19,10,5,2,9,7,140,26,1970,2,1
1120,1974,Graduation,Married,56715.0,0,0,52,258,105,239,237,172,9,1,7,3,4,4,581,15,1970,0,0
1121,1961,Graduation,Married,79410.0,0,0,19,658,80,483,123,13,13,1,3,2,5,1,686,11,1960,0,0
1122,1951,Graduation,Married,57304.0,0,1,61,356,80,329,138,17,106,2,7,6,10,5,547,25,1950,1,1
1123,1965,Graduation,Married,44375.0,0,1,73,213,5,28,7,7,41,1,4,1,6,5,40,12,1960,1,1
1124,1956,Graduation,Married,54450.0,1,1,0,454,0,171,8,19,32,12,9,2,8,8,179,31,1950,2,1
1125,1965,Graduation,Married,59594.0,0,1,74,457,4,29,0,0,9,1,8,1,7,7,33,17,1960,1,1
1126,1994,Graduation,Married,80685.0,0,0,55,241,45,604,34,26,54,1,6,4,10,2,683,21,1990,0,0
1127,1974,PhD,Married,40344.0,0,1,48,210,0,6,0,0,2,2,4,1,5,7,6,12,1970,1,1
1128,1972,Graduation,Married,62710.0,0,1,53,441,35,83,7,29,11,4,4,2,12,4,125,22,1970,1,1
1129,1968,2n Cycle,Married,48985.0,0,1,13,19,13,18,10,7,8,1,1,1,3,3,41,6,1960,1,1
1130,1968,Graduation,Married,35322.0,1,2,34,28,9,37,12,7,13,3,2,0,4,8,58,9,1960,3,1
1131,1948,Graduation,Married,77142.0,0,0,54,476,75,162,29,151,97,1,4,4,8,2,266,17,1940,0,0
1132,1969,Graduation,Single,81657.0,0,0,69,364,40,425,158,60,50,1,3,4,8,1,623,16,1960,0,0
1133,1996,Basic,Married,14421.0,0,0,81,0,0,2,3,3,8,1,1,0,2,5,5,4,1990,0,0
1134,1974,2n Cycle,Married,20130.0,0,0,99,0,6,3,7,6,12,1,1,0,3,8,16,5,1970,0,0
1135,1990,PhD,Married,74214.0,0,0,3,863,83,547,86,99,33,1,8,2,5,5,716,16,1990,0,0
1136,1957,Master,Married,66726.0,1,1,61,349,7,35,0,0,47,3,8,2,4,7,42,17,1950,2,1
1137,1979,Basic,Married,23724.0,1,0,65,5,23,15,0,18,14,2,2,0,3,8,38,7,1970,1,1
1138,1960,Master,Married,47353.0,0,1,93,184,2,19,8,8,4,3,2,2,6,5,29,13,1960,1,1
1139,1952,Master,Married,33444.0,1,1,24,8,0,8,0,0,2,1,1,0,2,8,8,4,1950,2,1
1140,1981,Graduation,Married,54386.0,0,1,8,277,21,64,62,21,25,2,3,2,10,3,147,17,1980,1,1
1141,1981,Graduation,Divorced,28510.0,1,1,72,44,5,19,0,4,19,3,2,0,4,5,24,9,1980,2,1
1142,1991,Master,Single,90638.0,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,1129,18,1990,0,0
1143,1950,Graduation,Married,48070.0,0,1,33,373,14,83,6,9,19,3,8,2,6,7,103,19,1950,1,1
1144,1957,Graduation,Married,43140.0,0,1,68,134,8,76,6,0,11,1,4,1,5,6,90,11,1950,1,1
1145,1961,PhD,Divorced,54959.0,0,1,55,1148,0,60,0,0,24,3,9,5,4,7,60,21,1960,1,1
1146,1958,Basic,Single,15056.0,1,1,76,6,12,3,21,6,40,5,2,2,3,5,36,12,1950,2,1
1147,1971,Graduation,Single,26954.0,1,0,17,4,1,11,0,0,1,1,1,0,2,7,12,4,1970,1,1
1148,1985,Graduation,Single,22327.0,1,0,94,5,4,8,2,0,5,1,1,0,3,5,14,5,1980,1,1
1149,1965,Graduation,Married,44393.0,1,1,86,24,2,20,2,2,10,2,1,0,4,4,24,7,1960,2,1
1150,1952,PhD,Single,62000.0,0,1,25,899,0,101,0,0,20,1,6,6,13,4,101,26,1950,1,1
1151,1962,PhD,Married,31497.0,0,1,22,108,1,28,13,1,4,2,3,1,4,8,42,10,1960,1,1
1152,1974,2n Cycle,Married,45894.0,0,2,15,27,2,7,0,2,13,1,1,0,3,5,9,5,1970,2,1
1153,1970,Master,Divorced,78579.0,0,0,35,816,66,549,216,66,99,1,5,6,4,3,831,16,1970,0,0
1154,1969,Master,Divorced,67369.0,0,1,81,1298,0,70,37,14,42,4,7,4,10,4,107,25,1960,1,1
1155,1960,Graduation,Divorced,58401.0,0,1,55,10,0,11,17,29,29,1,1,2,2,4,28,6,1960,1,1
1156,1952,Graduation,Single,62307.0,0,1,94,87,13,34,10,6,10,1,4,0,4,5,57,9,1950,1,1
1157,1969,Master,Married,43641.0,1,1,50,57,2,51,4,2,23,3,2,1,4,6,57,10,1960,2,1
1158,1968,Master,Divorced,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,135,22,1960,1,1
1159,1965,2n Cycle,Married,46891.0,0,1,91,43,12,23,29,15,61,1,2,1,4,4,64,8,1960,1,1
1160,1969,Master,Married,70091.0,1,0,11,964,34,137,15,0,11,2,5,2,10,8,186,19,1960,1,1
1161,1972,PhD,Married,78075.0,0,0,72,572,8,259,34,35,80,1,3,5,5,1,301,14,1970,0,0
1162,1961,2n Cycle,Divorced,59184.0,0,1,6,341,142,113,259,151,66,3,6,6,12,5,514,27,1960,1,1
1163,1977,Graduation,Married,54809.0,1,1,0,63,6,57,13,13,22,4,2,1,5,4,76,12,1970,2,1
1164,1959,Graduation,Married,58113.0,0,1,66,221,104,169,102,78,84,3,9,2,8,7,375,22,1950,1,1
1165,1958,Master,Married,51412.0,0,1,42,140,3,29,4,5,14,2,3,2,4,4,36,11,1950,1,1
1166,1979,Graduation,Divorced,15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,14,6,1970,1,1
1167,1957,Master,Married,66636.0,0,0,64,291,10,689,84,10,0,1,3,4,9,1,783,17,1950,0,0
1168,1956,Master,Married,50965.0,0,1,87,544,13,85,8,6,29,3,10,4,5,8,106,22,1950,1,1
1169,1965,PhD,Married,84618.0,0,0,96,684,100,801,21,66,0,1,6,9,10,2,922,26,1960,0,0
1170,1990,Graduation,Married,18351.0,0,0,1,1,12,9,0,14,7,1,2,0,3,7,21,6,1990,0,0
1171,1957,PhD,Married,40451.0,0,2,54,35,0,4,0,0,10,1,1,1,2,5,4,5,1950,2,1
1172,1965,Graduation,Married,36317.0,0,1,53,87,3,25,3,2,13,2,3,0,4,7,31,9,1960,1,1
1173,1957,Graduation,Married,42213.0,0,1,96,309,3,24,4,3,20,2,5,1,7,7,31,15,1950,1,1
1174,1955,Graduation,Married,65748.0,0,1,58,172,73,93,95,78,34,2,2,4,10,1,261,18,1950,1,1
1175,1972,Graduation,Married,77044.0,0,1,12,625,38,242,50,34,76,2,7,11,11,4,330,31,1970,1,1
1176,1969,Graduation,Married,74918.0,0,0,78,972,59,913,25,19,59,1,5,9,6,3,997,21,1960,0,0
1177,1972,Graduation,Married,56721.0,1,1,64,157,6,39,6,13,75,5,4,1,5,6,51,15,1970,2,1
1178,1975,Graduation,Single,42160.0,1,1,26,48,9,45,3,15,20,4,2,1,4,6,57,11,1970,2,1
1179,1965,Graduation,Single,61559.0,0,1,8,279,83,88,32,14,34,1,4,2,10,3,203,17,1960,1,1
1180,1963,PhD,Married,33629.0,1,1,49,132,0,16,0,0,4,5,3,1,4,9,16,13,1960,2,1
1181,1991,PhD,Married,68682.0,0,0,56,919,0,505,99,30,45,1,4,9,10,2,604,24,1990,0,0
1182,1963,Graduation,Single,34377.0,0,1,55,62,0,22,3,1,26,2,2,2,2,7,25,8,1960,1,1
1183,1986,Basic,Single,8940.0,1,0,25,1,45,3,4,6,42,3,3,1,3,8,52,10,1980,1,1
1184,1973,Graduation,Married,26228.0,1,0,50,2,6,4,3,1,9,1,1,0,2,8,13,4,1970,1,1
1185,1957,2n Cycle,Divorced,77297.0,0,0,84,408,61,109,48,122,41,1,5,7,9,4,218,22,1950,0,0
1186,1981,Graduation,Married,40211.0,1,1,30,51,1,7,2,1,25,2,2,1,2,8,10,7,1980,2,1
1187,1958,PhD,Divorced,33438.0,1,1,81,62,1,16,3,2,6,4,2,1,4,5,20,11,1950,2,1
1188,1959,PhD,Married,75032.0,0,1,74,952,12,180,47,12,12,2,5,4,9,3,239,20,1950,1,1
1189,1955,PhD,Single,61284.0,0,0,76,618,15,106,20,7,45,1,11,2,8,6,141,22,1950,0,0
1190,1986,Graduation,Married,22518.0,1,0,36,11,7,12,2,2,27,2,2,1,2,5,21,7,1980,1,1
1191,1975,Master,Married,54730.0,0,1,64,318,3,17,4,7,56,5,4,1,8,4,24,18,1970,1,1
1192,1955,Master,Married,38452.0,1,1,62,56,0,14,0,0,2,3,3,0,3,7,14,9,1950,2,1
1193,1971,Graduation,Divorced,44421.0,1,1,53,110,5,59,7,1,7,5,5,0,4,8,71,14,1970,2,1
1194,1986,PhD,Married,38197.0,1,0,86,23,0,11,2,1,3,1,1,0,3,5,13,5,1980,1,1
1195,1978,Graduation,Divorced,41986.0,0,1,15,27,5,8,8,3,12,3,3,0,4,4,21,10,1970,1,1
1196,1983,Graduation,Married,28427.0,1,0,67,18,3,19,3,3,6,2,2,0,3,8,25,7,1980,1,1
1197,1976,PhD,Married,37395.0,1,0,47,18,0,9,0,1,11,1,1,0,3,6,9,5,1970,1,1
1198,1971,Graduation,Married,64722.0,1,0,47,303,0,280,60,147,15,4,8,2,11,6,340,25,1970,1,1
1199,1956,Master,Married,55249.0,0,1,81,97,1,19,2,0,11,1,2,1,4,3,22,8,1950,1,1
1200,1972,Graduation,Married,84906.0,0,0,98,997,15,414,99,30,76,1,5,6,12,2,528,24,1970,0,0
1201,1989,Graduation,Married,28691.0,1,0,56,5,4,13,8,0,4,1,1,0,3,8,25,5,1980,1,1
1202,1952,Graduation,Single,44213.0,1,1,48,95,11,35,0,4,7,4,2,1,5,6,46,12,1950,2,1
1203,1984,Basic,Single,25707.0,1,0,18,1,6,2,3,6,3,1,1,0,3,7,11,5,1980,1,1
1204,1967,PhD,Married,59062.0,2,1,74,46,1,12,3,0,9,2,2,0,3,4,16,7,1960,3,1
1205,1962,Graduation,Single,76624.0,0,1,68,411,106,147,54,115,66,1,5,10,7,1,307,23,1960,1,1
1206,1947,Master,Married,66000.0,0,0,36,244,51,270,101,0,45,1,1,3,5,1,422,10,1940,0,0
1207,1978,PhD,Married,27683.0,1,0,90,152,9,121,12,12,45,4,6,2,4,8,142,16,1970,1,1
1208,1992,Basic,Single,7500.0,1,0,63,10,17,18,8,26,40,4,3,2,2,9,43,11,1990,1,1
1209,1968,Graduation,Married,40521.0,1,1,82,12,0,5,0,0,4,1,0,1,2,5,5,4,1960,2,1
1210,1973,PhD,Married,20427.0,1,0,63,5,0,4,0,0,1,1,1,0,2,8,4,4,1970,1,1
1211,1975,Graduation,Married,65106.0,0,1,55,790,19,133,12,0,19,3,8,3,13,6,164,27,1970,1,1
1212,1965,PhD,Married,69969.0,0,0,64,882,29,514,38,29,44,1,4,2,6,3,581,13,1960,0,0
1213,1952,Graduation,Married,67433.0,0,2,51,615,28,259,12,48,30,4,6,5,13,4,299,28,1950,2,1
1214,1967,PhD,Married,77766.0,0,1,97,1004,59,265,115,59,27,2,11,10,11,6,439,34,1960,1,1
1215,1972,Graduation,Married,74716.0,0,1,92,133,27,421,13,195,71,2,7,3,5,4,461,17,1970,1,1
1216,1963,Graduation,Divorced,68118.0,0,1,51,595,23,123,10,23,154,2,8,9,4,6,156,23,1960,1,1
1217,1970,PhD,Married,55158.0,1,1,72,293,0,87,4,11,23,4,7,2,5,7,91,18,1970,2,1
1218,1955,2n Cycle,Married,62972.0,0,1,39,313,15,47,20,0,192,2,7,4,3,6,82,16,1950,1,1
1219,1975,Graduation,Married,74190.0,0,1,49,151,81,86,168,91,64,2,4,2,11,2,335,19,1970,1,1
1220,1976,Graduation,Married,39356.0,1,1,21,15,0,2,0,0,6,1,1,0,2,6,2,4,1970,2,1
1221,1969,Graduation,Married,76653.0,0,0,91,736,63,946,219,189,126,1,4,7,11,2,1228,23,1960,0,0
1222,1973,PhD,Divorced,35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,12,6,1970,2,1
1223,1983,PhD,Divorced,90687.0,0,0,98,982,17,672,23,34,51,1,6,2,8,2,712,17,1980,0,0
1224,1982,Master,Married,73450.0,0,0,85,1142,51,415,90,69,37,1,7,8,11,3,556,27,1980,0,0
1225,1960,Graduation,Married,31454.0,1,1,40,28,0,11,0,0,9,3,2,0,3,8,11,8,1960,2,1
1226,1952,Graduation,Single,47139.0,1,1,2,46,0,12,0,2,23,2,2,1,2,7,12,7,1950,2,1
1227,1975,Graduation,Divorced,83829.0,0,0,78,897,161,430,186,161,27,0,4,7,6,1,777,17,1970,0,0
1228,1963,PhD,Married,53378.0,1,1,41,489,6,152,8,6,132,10,9,4,6,8,166,29,1960,2,1
1229,1970,Graduation,Married,19656.0,1,0,94,25,4,9,6,8,32,3,2,1,3,7,19,9,1970,1,1
1230,1948,PhD,Married,45579.0,0,1,10,145,1,33,2,1,1,1,4,1,4,6,36,10,1940,1,1
1231,1958,2n Cycle,Single,85485.0,0,0,73,630,26,611,44,18,54,1,6,6,6,2,681,19,1950,0,0
1232,1944,Graduation,Married,55956.0,0,0,22,760,38,104,50,9,38,2,7,3,4,4,192,16,1940,0,0
1233,1963,Master,Single,64191.0,0,1,30,420,15,186,151,38,15,3,5,3,13,3,352,24,1960,1,1
1234,1972,Graduation,Single,38808.0,1,0,21,125,17,52,3,19,30,4,5,1,4,8,72,14,1970,1,1
1235,1966,Master,Married,57183.0,1,1,51,464,5,64,7,0,70,8,9,1,7,8,76,25,1960,2,1
1236,1968,Master,Divorced,23748.0,1,0,97,6,6,29,12,15,8,3,2,1,3,8,47,9,1960,1,1
1237,1971,Graduation,Married,66303.0,0,1,56,1090,12,96,16,12,60,4,3,4,11,8,124,22,1970,1,1
1238,1975,Master,Married,37368.0,1,0,4,3,2,11,2,2,10,1,1,0,2,6,15,4,1970,1,1
1239,1964,Graduation,Married,40800.0,1,2,77,24,0,27,8,30,10,2,3,0,3,7,35,8,1960,3,1
1240,1978,Graduation,Divorced,71847.0,0,0,95,737,21,106,55,63,210,0,6,7,9,3,182,22,1970,0,0
1241,1975,Graduation,Married,46149.0,0,1,36,254,6,71,4,0,27,5,5,1,7,5,81,18,1970,1,1
1242,1983,Graduation,Married,78687.0,0,0,13,817,185,687,145,55,241,1,4,6,8,2,1017,19,1980,0,0
1243,1971,2n Cycle,Divorced,49118.0,0,0,90,620,54,239,99,98,119,2,9,7,10,7,392,28,1970,0,0
1244,1957,PhD,Married,37633.0,1,1,49,13,4,20,0,0,1,2,1,0,3,9,24,6,1950,2,1
1245,1951,Master,Married,39767.0,0,0,18,113,61,204,34,26,47,2,7,1,7,8,299,17,1950,0,0
1246,1951,Basic,Married,26997.0,0,0,89,7,23,78,133,49,144,2,4,2,5,7,234,13,1950,0,0
1247,1970,Graduation,Divorced,33986.0,1,0,43,16,2,18,2,1,5,1,1,0,3,7,22,5,1970,1,1
1248,1972,PhD,Married,57091.0,0,1,82,462,0,24,6,0,4,2,9,2,5,7,30,18,1970,1,1
1249,1969,2n Cycle,Married,46831.0,1,1,84,22,2,10,6,4,34,2,1,2,2,4,18,7,1960,2,1
1250,1972,Master,Married,83151.0,0,0,80,968,147,842,137,42,210,1,5,7,10,2,1126,23,1970,0,0
1251,1971,Graduation,Married,52531.0,0,0,68,283,112,151,51,72,125,2,7,2,10,6,314,21,1970,0,0
1252,1956,Graduation,Married,15759.0,0,0,12,1,2,5,6,0,3,1,1,0,2,7,13,4,1950,0,0
1253,1971,Graduation,Single,22804.0,1,0,75,14,1,7,2,1,1,1,2,0,2,9,10,5,1970,1,1
1254,1973,2n Cycle,Married,43050.0,1,0,10,30,5,24,6,3,8,2,2,0,4,5,35,8,1970,1,1
1255,1977,PhD,Single,42997.0,1,1,91,4,0,5,0,1,5,1,1,0,2,7,5,4,1970,2,1
1256,1963,PhD,Single,48918.0,1,1,21,52,0,9,0,0,1,2,1,0,4,4,9,7,1960,2,1
1257,1954,Master,Married,60033.0,0,1,28,62,1,57,19,11,48,2,2,1,5,2,77,10,1950,1,1
1258,1978,PhD,Married,34043.0,1,0,97,20,2,14,3,0,10,1,2,0,2,9,19,5,1970,1,1
1259,1966,Graduation,Married,57811.0,0,1,49,545,7,114,37,21,78,5,7,2,11,5,158,25,1960,1,1
1260,1946,Graduation,Married,78569.0,0,0,14,558,79,622,207,175,95,1,4,6,4,1,908,15,1940,0,0
1261,1978,Graduation,Single,7500.0,1,1,5,6,5,4,13,4,25,4,2,1,3,6,22,10,1970,2,1
1262,1953,Graduation,Married,94384.0,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,974,18,1950,0,0
1263,1985,2n Cycle,Married,23148.0,0,0,83,4,6,8,6,3,10,1,2,0,3,7,20,6,1980,0,0
1264,1970,Graduation,Divorced,44267.0,1,1,48,183,5,65,3,5,49,5,5,2,4,9,73,16,1970,2,1
1265,1979,Graduation,Married,71626.0,0,0,94,546,72,376,94,145,72,1,5,5,8,3,542,19,1970,0,0
1266,1966,Graduation,Married,60894.0,0,1,61,606,7,155,10,0,54,5,10,3,8,7,172,26,1960,1,1
1267,1976,Graduation,Married,50200.0,1,1,70,266,6,51,8,6,64,6,7,1,5,8,65,19,1970,2,1
1268,1965,PhD,Married,81051.0,0,0,43,1142,29,249,38,29,14,1,5,5,12,2,316,23,1960,0,0
1269,1982,Graduation,Married,65169.0,0,0,23,1074,0,69,0,0,46,1,10,4,13,6,69,28,1980,0,0
1270,1972,Graduation,Married,59868.0,0,1,37,771,51,154,54,10,154,7,11,2,12,6,259,32,1970,1,1
1271,1960,PhD,Married,65695.0,0,1,50,371,32,189,0,58,6,2,5,4,10,4,221,21,1960,1,1
1272,1956,Master,Single,64857.0,0,0,78,556,14,717,210,0,43,1,7,5,10,4,941,23,1950,0,0
1273,1965,Master,Married,45143.0,0,1,74,202,5,74,11,5,14,3,6,1,5,7,90,15,1960,1,1
1274,1955,2n Cycle,Married,74805.0,0,1,14,209,162,209,41,162,37,5,4,7,10,2,412,26,1950,1,1
1275,1989,2n Cycle,Married,59060.0,1,0,77,35,40,111,36,40,12,3,3,1,7,4,187,14,1980,1,1
1276,1962,PhD,Single,27238.0,1,1,39,37,0,17,0,0,3,3,3,0,3,9,17,9,1960,2,1
1277,1965,Graduation,Married,47009.0,0,1,89,171,45,73,59,10,90,4,3,2,8,4,177,17,1960,1,1
1278,1973,2n Cycle,Married,46094.0,1,1,62,12,2,20,3,2,5,1,1,0,3,7,25,5,1970,2,1
1279,1972,Graduation,Married,40321.0,1,1,59,44,4,21,6,0,27,2,3,0,3,7,31,8,1970,2,1
1280,1984,Graduation,Married,37235.0,1,0,68,20,2,9,4,6,20,1,1,1,2,4,15,5,1980,1,1
1281,1960,Master,Married,81843.0,0,0,13,779,86,537,34,69,138,1,5,9,12,3,657,27,1960,0,0
1282,1958,Master,Married,46692.0,0,1,37,170,6,97,24,12,88,3,6,1,5,6,127,15,1950,1,1
1283,1968,Graduation,Married,77382.0,0,1,36,491,48,231,112,105,134,2,5,7,12,1,391,26,1960,1,1
1284,1977,Graduation,Single,37774.0,2,0,28,173,8,107,7,2,176,4,7,2,3,9,122,16,1970,2,1
1285,1974,Basic,Married,18393.0,1,0,2,7,10,13,16,0,4,2,3,0,3,8,39,8,1970,1,1
1286,1962,Master,Married,72828.0,0,1,17,1205,0,235,19,14,205,6,6,3,13,7,254,28,1960,1,1
1287,1982,Graduation,Married,24711.0,0,0,86,10,7,25,6,3,7,1,3,0,3,7,38,7,1980,0,0
1288,1975,PhD,Married,45503.0,1,0,54,97,4,44,6,1,18,1,3,1,4,5,54,9,1970,1,1
1289,1945,PhD,Married,71604.0,0,0,3,345,53,528,98,75,97,1,8,3,5,4,679,17,1940,0,0
1290,1979,Graduation,Married,27244.0,1,0,84,6,5,17,3,24,46,2,2,2,2,7,25,8,1970,1,1
1291,1969,Graduation,Married,48752.0,1,1,8,73,57,100,71,15,0,5,6,1,5,9,228,17,1960,2,1
1292,1962,Graduation,Married,71434.0,0,1,4,711,36,217,172,96,168,3,7,4,7,4,425,21,1960,1,1
1293,1948,Graduation,Single,90842.0,0,0,57,774,70,118,182,187,93,1,4,9,13,1,370,27,1940,0,0
1294,1978,Master,Married,88097.0,1,0,24,163,0,480,0,126,75,1,6,5,8,9,480,20,1970,1,1
1295,1975,Graduation,Married,51948.0,0,1,51,82,33,54,71,30,41,2,5,2,4,5,158,13,1970,1,1
1296,1982,Graduation,Married,71853.0,0,0,29,358,108,413,141,97,32,1,2,8,6,1,662,17,1980,0,0
1297,1983,Master,Married,35876.0,0,0,13,66,2,40,4,3,14,1,3,1,3,6,46,8,1980,0,0
1298,1952,Graduation,Divorced,40049.0,0,1,23,13,6,7,0,3,3,1,1,0,3,6,13,5,1950,1,1
1299,1982,Graduation,Single,39660.0,1,0,36,139,13,78,20,13,36,3,7,1,3,9,111,14,1980,1,1
1300,1962,Graduation,Married,50127.0,0,1,88,274,0,21,4,6,15,1,5,1,6,6,25,13,1960,1,1
1301,1977,Master,Married,43263.0,0,1,2,262,6,61,0,10,102,3,5,2,6,5,67,16,1970,1,1
1302,1949,Master,Married,62845.0,1,1,3,1099,0,45,0,0,34,11,3,4,10,8,45,28,1940,2,1
1303,1990,Graduation,Married,18929.0,0,0,15,32,0,8,23,4,18,1,1,0,4,6,31,6,1990,0,0
1304,1982,Basic,Single,24367.0,1,0,58,2,4,2,0,11,5,1,1,0,2,9,6,4,1980,1,1
1305,1975,Graduation,Single,33249.0,1,0,11,6,10,21,19,14,42,2,2,1,3,6,50,8,1970,1,1
1306,1959,2n Cycle,Married,26887.0,0,1,27,6,7,4,3,4,6,1,1,0,3,6,14,5,1950,1,1
1307,1983,PhD,Married,50150.0,0,0,32,135,46,92,65,61,11,2,5,2,7,5,203,16,1980,0,0
1308,1976,Graduation,Married,62061.0,0,1,12,641,7,84,0,30,38,3,10,4,7,6,91,24,1970,1,1
1309,1962,PhD,Divorced,85696.0,0,0,88,714,76,395,116,0,12,1,4,6,9,1,587,20,1960,0,0
1310,1956,PhD,Married,76542.0,0,0,91,794,73,573,0,29,14,1,4,8,10,2,646,23,1950,0,0
1311,1993,Graduation,Single,70515.0,0,0,12,420,0,452,182,64,140,1,6,6,4,2,634,17,1990,0,0
1312,1987,Graduation,Married,18227.0,1,0,21,1,2,7,4,3,11,1,0,1,2,8,13,4,1980,1,1
1313,1965,Graduation,Married,69139.0,0,1,23,86,12,75,33,15,6,1,4,1,5,4,120,11,1960,1,1
1314,1982,Graduation,Married,69109.0,0,0,10,823,25,459,124,29,95,1,6,6,7,4,608,20,1980,0,0
1315,1962,Graduation,Single,69627.0,0,1,35,231,161,215,171,30,53,2,8,2,11,5,547,23,1960,1,1
1316,1978,Graduation,Married,38136.0,1,0,69,8,15,27,0,20,33,2,3,1,2,8,42,8,1970,1,1
1317,1946,PhD,Single,62159.0,0,0,68,182,17,259,77,70,29,1,6,2,10,4,353,19,1940,0,0
1318,1963,Graduation,Single,80695.0,0,0,85,557,129,984,193,37,18,1,5,8,5,2,1306,19,1960,0,0
1319,1971,Master,Single,33316.0,1,1,34,79,1,31,4,4,12,3,2,1,4,6,36,10,1970,2,1
1320,1968,Graduation,Married,58554.0,1,1,55,368,24,68,38,0,88,6,8,2,6,7,130,22,1960,2,1
1321,1992,Basic,Married,17256.0,1,0,10,6,4,14,8,8,22,2,2,1,2,8,26,7,1990,1,1
1322,1974,Graduation,Divorced,53034.0,1,1,30,160,15,196,15,11,50,8,6,1,7,8,226,22,1970,2,1
1323,1950,2n Cycle,Married,52203.0,0,0,36,488,21,238,56,108,28,1,8,7,11,6,315,27,1950,0,0
1324,1977,2n Cycle,Divorced,59601.0,0,1,14,691,7,69,0,7,23,4,2,2,7,8,76,15,1970,1,1
