,AcceptedCmp,Complain,Dt_Customer,Education,HaveChild,Income,Kidhome,Marital_Status,MntFishProducts,MntFruits,MntGoldProds,MntGroceryProducts,MntMeatProducts,MntSweetProducts,MntWines,NumCatalogPurchases,NumDealsPurchases,NumStorePurchases,NumWebPurchases,NumWebVisitsMonth,Recency,Teenhome,TotalChild,TotalPurchase,Unnamed: 0,YearRange,Year_Birth
1121,2,0,19-11-2013,Graduation,1,42162.0,1,Married,2,7,27,68,59,4,46,1,2,3,3,6,31,0,1,9,1121,1980,1981
1122,0,0,14-09-2012,Graduation,1,54450.0,1,Married,8,0,32,179,171,19,454,2,12,8,9,8,0,1,2,31,1122,1950,1956
1123,0,0,12-11-2013,PhD,1,57744.0,0,Married,0,3,19,42,39,0,350,1,2,4,9,8,91,1,1,16,1123,1950,1954
1124,2,0,13-10-2012,Graduation,1,26576.0,1,Single,0,0,9,8,8,0,10,0,1,2,1,9,40,0,1,4,1124,1980,1986
1125,0,0,06-07-2013,PhD,0,57513.0,0,Divorced,52,40,30,275,183,20,735,3,2,13,9,6,59,0,0,27,1125,1940,1943
1126,0,0,29-08-2012,Graduation,1,68142.0,0,Married,91,126,37,413,196,112,897,4,3,7,10,6,96,1,1,24,1126,1960,1964
1127,0,0,29-08-2012,Graduation,1,7500.0,0,Married,3,2,5,8,3,0,5,0,1,2,1,8,61,1,1,4,1127,1970,1979
1128,2,0,22-09-2012,Graduation,0,83145.0,0,Married,39,35,114,805,731,137,777,9,1,11,5,2,14,0,0,26,1128,1970,1974
1129,0,0,03-04-2014,Master,1,54197.0,0,Married,6,6,13,49,37,13,162,3,2,6,1,1,16,1,1,12,1129,1960,1960
1130,0,0,28-05-2014,PhD,1,23091.0,1,Single,0,0,2,11,11,0,35,1,4,3,2,7,98,1,2,10,1130,1960,1963
1131,1,0,21-07-2013,Graduation,1,46049.0,1,Married,19,9,19,140,112,14,342,2,10,9,5,7,11,1,2,26,1131,1970,1976
1132,0,0,05-12-2012,Graduation,0,56715.0,0,Married,237,105,9,581,239,172,258,3,1,4,7,4,52,0,0,15,1132,1970,1974
1133,0,0,29-05-2014,Graduation,0,79410.0,0,Married,123,80,13,686,483,13,658,2,1,5,3,1,19,0,0,11,1133,1960,1961
1134,0,0,11-03-2013,Graduation,1,57304.0,0,Married,138,80,106,547,329,17,356,6,2,10,7,5,61,1,1,25,1134,1950,1951
1135,0,0,23-03-2014,Graduation,1,44375.0,0,Married,7,5,41,40,28,7,213,1,1,6,4,5,73,1,1,12,1135,1960,1965
1136,0,0,14-09-2012,Graduation,1,54450.0,1,Married,8,0,32,179,171,19,454,2,12,8,9,8,0,1,2,31,1136,1950,1956
1137,1,0,20-10-2012,Graduation,1,59594.0,0,Married,0,4,9,33,29,0,457,1,1,7,8,7,74,1,1,17,1137,1960,1965
1138,0,0,22-08-2012,Graduation,0,80685.0,0,Married,34,45,54,683,604,26,241,4,1,10,6,2,55,0,0,21,1138,1990,1994
1139,0,0,13-10-2013,PhD,1,40344.0,0,Married,0,0,2,6,6,0,210,1,2,5,4,7,48,1,1,12,1139,1970,1974
1140,0,0,23-05-2013,Graduation,1,62710.0,0,Married,7,35,11,125,83,29,441,2,4,12,4,4,53,1,1,22,1140,1970,1972
1141,0,0,05-07-2013,2n Cycle,1,48985.0,0,Married,10,13,8,41,18,7,19,1,1,3,1,3,13,1,1,6,1141,1960,1968
1142,0,0,22-08-2012,Graduation,1,35322.0,1,Married,12,9,13,58,37,7,28,0,3,4,2,8,34,2,3,9,1142,1960,1968
1143,0,0,29-05-2013,Graduation,0,77142.0,0,Married,29,75,97,266,162,151,476,4,1,8,4,2,54,0,0,17,1143,1940,1948
1144,0,0,22-01-2014,Graduation,0,81657.0,0,Single,158,40,50,623,425,60,364,4,1,8,3,1,69,0,0,16,1144,1960,1969
1145,1,0,17-02-2014,Basic,0,14421.0,0,Married,3,0,8,5,2,3,0,0,1,2,1,5,81,0,0,4,1145,1990,1996
1146,0,0,17-03-2014,2n Cycle,0,20130.0,0,Married,7,6,12,16,3,6,0,0,1,3,1,8,99,0,0,5,1146,1970,1974
1147,0,0,26-08-2012,PhD,0,74214.0,0,Married,86,83,33,716,547,99,863,2,1,5,8,5,3,0,0,16,1147,1990,1990
1148,1,0,12-01-2014,Master,1,66726.0,1,Married,0,7,47,42,35,0,349,2,3,4,8,7,61,1,2,17,1148,1950,1957
1149,0,0,08-01-2013,Basic,1,23724.0,1,Married,0,23,14,38,15,18,5,0,2,3,2,8,65,0,1,7,1149,1970,1979
1150,0,0,13-11-2013,Master,1,47353.0,0,Married,8,2,4,29,19,8,184,2,3,6,2,5,93,1,1,13,1150,1960,1960
1151,0,0,03-11-2012,Master,1,33444.0,1,Married,0,0,2,8,8,0,8,0,1,2,1,8,24,1,2,4,1151,1950,1952
1152,0,0,17-05-2013,Graduation,1,54386.0,0,Married,62,21,25,147,64,21,277,2,2,10,3,3,8,1,1,17,1152,1980,1981
1153,0,0,13-04-2013,Graduation,1,28510.0,1,Divorced,0,5,19,24,19,4,44,0,3,4,2,5,72,1,2,9,1153,1980,1981
1154,1,0,13-02-2014,Master,0,90638.0,0,Single,94,120,96,1129,915,144,1156,4,1,10,3,1,29,0,0,18,1154,1990,1991
1155,0,1,13-01-2013,Graduation,1,48070.0,0,Married,6,14,19,103,83,9,373,2,3,6,8,7,33,1,1,19,1155,1950,1950
1156,0,0,05-01-2013,Graduation,1,43140.0,0,Married,6,8,11,90,76,0,134,1,1,5,4,6,68,1,1,11,1156,1950,1957
1157,2,0,19-01-2013,PhD,1,54959.0,0,Divorced,0,0,24,60,60,0,1148,5,3,4,9,7,55,1,1,21,1157,1960,1961
1158,0,0,03-05-2013,Basic,1,15056.0,1,Single,21,12,40,36,3,6,6,2,5,3,2,5,76,1,2,12,1158,1950,1958
1159,0,0,08-05-2014,Graduation,1,26954.0,1,Single,0,1,1,12,11,0,4,0,1,2,1,7,17,0,1,4,1159,1970,1971
1160,0,0,02-08-2013,Graduation,1,22327.0,1,Single,2,4,5,14,8,0,5,0,1,3,1,5,94,0,1,5,1160,1980,1985
1161,0,0,22-08-2013,Graduation,1,44393.0,1,Married,2,2,10,24,20,2,24,0,2,4,1,4,86,1,2,7,1161,1960,1965
1162,1,0,25-08-2013,PhD,1,62000.0,0,Single,0,0,20,101,101,0,899,6,1,13,6,4,25,1,1,26,1162,1950,1952
1163,0,0,06-12-2012,PhD,1,31497.0,0,Married,13,1,4,42,28,1,108,1,2,4,3,8,22,1,1,10,1163,1960,1962
1164,0,0,27-02-2014,2n Cycle,1,45894.0,0,Married,0,2,13,9,7,2,27,0,1,3,1,5,15,2,2,5,1164,1970,1974
1165,1,0,22-12-2012,Master,0,78579.0,0,Divorced,216,66,99,831,549,66,816,6,1,4,5,3,35,0,0,16,1165,1970,1970
1166,3,0,17-11-2012,Master,1,67369.0,0,Divorced,37,0,42,107,70,14,1298,4,4,10,7,4,81,1,1,25,1166,1960,1969
1167,0,0,20-04-2014,Graduation,1,58401.0,0,Divorced,17,0,29,28,11,29,10,2,1,2,1,4,55,1,1,6,1167,1960,1960
1168,0,0,17-02-2014,Graduation,1,62307.0,0,Single,10,13,10,57,34,6,87,0,1,4,4,5,94,1,1,9,1168,1950,1952
1169,0,0,22-04-2013,Master,1,43641.0,1,Married,4,2,23,57,51,2,57,1,3,4,2,6,50,1,2,10,1169,1960,1969
1170,0,0,21-04-2013,Master,1,63841.0,0,Divorced,20,15,131,135,100,7,635,3,1,9,9,6,64,1,1,22,1170,1960,1968
1171,0,0,01-09-2013,2n Cycle,1,46891.0,0,Married,29,12,61,64,23,15,43,1,1,4,2,4,91,1,1,8,1171,1960,1965
1172,1,0,31-03-2013,Master,1,70091.0,1,Married,15,34,11,186,137,0,964,2,2,10,5,8,11,0,1,19,1172,1960,1969
1173,0,0,05-04-2014,PhD,0,78075.0,0,Married,34,8,80,301,259,35,572,5,1,5,3,1,72,0,0,14,1173,1970,1972
1174,0,0,09-09-2012,2n Cycle,1,59184.0,0,Divorced,259,142,66,514,113,151,341,6,3,12,6,5,6,1,1,27,1174,1960,1961
1175,0,0,11-09-2013,Graduation,1,54809.0,1,Married,13,6,22,76,57,13,63,1,4,5,2,4,0,1,2,12,1175,1970,1977
1176,0,1,25-01-2013,Graduation,1,58113.0,0,Married,102,104,84,375,169,78,221,2,3,8,9,7,66,1,1,22,1176,1950,1959
1177,0,0,31-12-2013,Master,1,51412.0,0,Married,4,3,14,36,29,5,140,2,2,4,3,4,42,1,1,11,1177,1950,1958
1178,2,0,10-10-2012,Graduation,1,15287.0,1,Divorced,4,2,13,14,8,3,1,1,2,2,1,7,60,0,1,6,1178,1970,1979
1179,0,0,17-08-2013,Master,0,66636.0,0,Married,84,10,0,783,689,10,291,4,1,9,3,1,64,0,0,17,1179,1950,1957
1180,1,0,20-02-2013,Master,1,50965.0,0,Married,8,13,29,106,85,6,544,4,3,5,10,8,87,1,1,22,1180,1950,1956
1181,1,0,22-11-2013,PhD,0,84618.0,0,Married,21,100,0,922,801,66,684,9,1,10,6,2,96,0,0,26,1181,1960,1965
1182,0,0,29-10-2013,Graduation,0,18351.0,0,Married,0,12,7,21,9,14,1,0,1,3,2,7,1,0,0,6,1182,1990,1990
1183,1,0,16-02-2014,PhD,1,40451.0,0,Married,0,0,10,4,4,0,35,1,1,2,1,5,54,2,2,5,1183,1950,1957
1184,0,0,22-05-2013,Graduation,1,36317.0,0,Married,3,3,13,31,25,2,87,0,2,4,3,7,53,1,1,9,1184,1960,1965
1185,1,0,12-10-2013,Graduation,1,42213.0,0,Married,4,3,20,31,24,3,309,1,2,7,5,7,96,1,1,15,1185,1950,1957
1186,0,1,15-04-2013,Graduation,1,65748.0,0,Married,95,73,34,261,93,78,172,4,2,10,2,1,58,1,1,18,1186,1950,1955
1187,1,0,27-10-2013,Graduation,1,77044.0,0,Married,50,38,76,330,242,34,625,11,2,11,7,4,12,1,1,31,1187,1970,1972
1188,1,0,12-03-2013,Graduation,0,74918.0,0,Married,25,59,59,997,913,19,972,9,1,6,5,3,78,0,0,21,1188,1960,1969
1189,0,0,31-10-2012,Graduation,1,56721.0,1,Married,6,6,75,51,39,13,157,1,5,5,4,6,64,1,2,15,1189,1970,1972
1190,1,0,28-06-2013,Graduation,1,42160.0,1,Single,3,9,20,57,45,15,48,1,4,4,2,6,26,1,2,11,1190,1970,1975
1191,0,0,17-07-2013,Graduation,1,61559.0,0,Single,32,83,34,203,88,14,279,2,1,10,4,3,8,1,1,17,1191,1960,1965
1192,0,0,08-08-2012,PhD,1,33629.0,1,Married,0,0,4,16,16,0,132,1,5,4,3,9,49,1,2,13,1192,1960,1963
1193,0,0,06-10-2013,PhD,0,68682.0,0,Married,99,0,45,604,505,30,919,9,1,10,4,2,56,0,0,24,1193,1990,1991
1194,0,0,19-01-2013,Graduation,1,34377.0,0,Single,3,0,26,25,22,1,62,2,2,2,2,7,55,1,1,8,1194,1960,1963
1195,0,0,22-08-2012,Basic,1,8940.0,1,Single,4,45,42,52,3,6,1,1,3,3,3,8,25,0,1,10,1195,1980,1986
1196,0,0,22-09-2013,Graduation,1,26228.0,1,Married,3,6,9,13,4,1,2,0,1,2,1,8,50,0,1,4,1196,1970,1973
1197,1,0,26-01-2013,2n Cycle,0,77297.0,0,Divorced,48,61,41,218,109,122,408,7,1,9,5,4,84,0,0,22,1197,1950,1957
1198,1,0,30-07-2013,Graduation,1,40211.0,1,Married,2,1,25,10,7,1,51,1,2,2,2,8,30,1,2,7,1198,1980,1981
1199,0,0,22-09-2013,PhD,1,33438.0,1,Divorced,3,1,6,20,16,2,62,1,4,4,2,5,81,1,2,11,1199,1950,1958
1200,0,0,28-04-2013,PhD,1,75032.0,0,Married,47,12,12,239,180,12,952,4,2,9,5,3,74,1,1,20,1200,1950,1959
1201,1,0,12-10-2013,PhD,0,61284.0,0,Single,20,15,45,141,106,7,618,2,1,8,11,6,76,0,0,22,1201,1950,1955
1202,2,0,22-10-2012,Graduation,1,22518.0,1,Married,2,7,27,21,12,2,11,1,2,2,2,5,36,0,1,7,1202,1980,1986
1203,0,0,15-08-2013,Master,1,54730.0,0,Married,4,3,56,24,17,7,318,1,5,8,4,4,64,1,1,18,1203,1970,1975
1204,0,0,30-03-2014,Master,1,38452.0,1,Married,0,0,2,14,14,0,56,0,3,3,3,7,62,1,2,9,1204,1950,1955
1205,0,0,15-02-2013,Graduation,1,44421.0,1,Divorced,7,5,7,71,59,1,110,0,5,4,5,8,53,1,2,14,1205,1970,1971
1206,0,0,29-06-2013,PhD,1,38197.0,1,Married,2,0,3,13,11,1,23,0,1,3,1,5,86,0,1,5,1206,1980,1986
1207,0,0,09-02-2014,Graduation,1,41986.0,0,Divorced,8,5,12,21,8,3,27,0,3,4,3,4,15,1,1,10,1207,1970,1978
1208,0,0,21-03-2013,Graduation,1,28427.0,1,Married,3,3,6,25,19,3,18,0,2,3,2,8,67,0,1,7,1208,1980,1983
1209,0,0,02-05-2014,PhD,1,37395.0,1,Married,0,0,11,9,9,1,18,0,1,3,1,6,47,0,1,5,1209,1970,1976
1210,0,0,26-05-2014,Graduation,1,64722.0,1,Married,60,0,15,340,280,147,303,2,4,11,8,6,47,0,1,25,1210,1970,1971
1211,0,0,17-04-2014,Master,1,55249.0,0,Married,2,1,11,22,19,0,97,1,1,4,2,3,81,1,1,8,1211,1950,1956
1212,3,0,04-10-2013,Graduation,0,84906.0,0,Married,99,15,76,528,414,30,997,6,1,12,5,2,98,0,0,24,1212,1970,1972
1213,0,0,04-07-2013,Graduation,1,28691.0,1,Married,8,4,4,25,13,0,5,0,1,3,1,8,56,0,1,5,1213,1980,1989
1214,0,0,29-11-2013,Graduation,1,44213.0,1,Single,0,11,7,46,35,4,95,1,4,5,2,6,48,1,2,12,1214,1950,1952
1215,0,0,18-01-2014,Basic,1,25707.0,1,Single,3,6,3,11,2,6,1,0,1,3,1,7,18,0,1,5,1215,1980,1984
1216,0,0,03-10-2013,PhD,1,59062.0,2,Married,3,1,9,16,12,0,46,0,2,3,2,4,74,1,3,7,1216,1960,1967
1217,1,0,24-05-2014,Graduation,1,76624.0,0,Single,54,106,66,307,147,115,411,10,1,7,5,1,68,1,1,23,1217,1960,1962
1218,0,0,20-04-2014,Master,0,66000.0,0,Married,101,51,45,422,270,0,244,3,1,5,1,1,36,0,0,10,1218,1940,1947
1219,0,0,04-08-2012,PhD,1,27683.0,1,Married,12,9,45,142,121,12,152,2,4,4,6,8,90,0,1,16,1219,1970,1978
1220,0,0,03-12-2012,Basic,1,7500.0,1,Single,8,17,40,43,18,26,10,2,4,2,3,9,63,0,1,11,1220,1990,1992
1221,0,0,05-04-2013,Graduation,1,40521.0,1,Married,0,0,4,5,5,0,12,1,1,2,0,5,82,1,2,4,1221,1960,1968
1222,0,0,24-03-2014,PhD,1,20427.0,1,Married,0,0,1,4,4,0,5,0,1,2,1,8,63,0,1,4,1222,1970,1973
1223,1,0,24-05-2014,Graduation,1,65106.0,0,Married,12,19,19,164,133,0,790,3,3,13,8,6,55,1,1,27,1223,1970,1975
1224,3,0,27-08-2013,PhD,0,69969.0,0,Married,38,29,44,581,514,29,882,2,1,6,4,3,64,0,0,13,1224,1960,1965
1225,1,0,16-07-2013,Graduation,1,67433.0,0,Married,12,28,30,299,259,48,615,5,4,13,6,4,51,2,2,28,1225,1950,1952
1226,2,0,22-02-2013,PhD,1,77766.0,0,Married,115,59,27,439,265,59,1004,10,2,11,11,6,97,1,1,34,1226,1960,1967
1227,0,0,12-09-2013,Graduation,1,74716.0,0,Married,13,27,71,461,421,195,133,3,2,5,7,4,92,1,1,17,1227,1970,1972
1228,0,0,18-10-2013,Graduation,1,68118.0,0,Divorced,10,23,154,156,123,23,595,9,2,4,8,6,51,1,1,23,1228,1960,1963
1229,1,0,30-07-2012,PhD,1,55158.0,1,Married,4,0,23,91,87,11,293,2,4,5,7,7,72,1,2,18,1229,1970,1970
1230,1,0,03-08-2012,2n Cycle,1,62972.0,0,Married,20,15,192,82,47,0,313,4,2,3,7,6,39,1,1,16,1230,1950,1955
1231,0,0,12-05-2014,Graduation,1,74190.0,0,Married,168,81,64,335,86,91,151,2,2,11,4,2,49,1,1,19,1231,1970,1975
1232,1,0,19-03-2014,Graduation,1,39356.0,1,Married,0,0,6,2,2,0,15,0,1,2,1,6,21,1,2,4,1232,1970,1976
1233,2,0,16-08-2013,Graduation,0,76653.0,0,Married,219,63,126,1228,946,189,736,7,1,11,4,2,91,0,0,23,1233,1960,1969
1234,1,0,19-05-2014,PhD,1,35860.0,1,Divorced,4,0,20,12,8,2,15,1,2,2,1,5,37,1,2,6,1234,1970,1973
1235,2,0,22-05-2013,PhD,0,90687.0,0,Divorced,23,17,51,712,672,34,982,2,1,8,6,2,98,0,0,17,1235,1980,1983
1236,2,0,05-12-2013,Master,0,73450.0,0,Married,90,51,37,556,415,69,1142,8,1,11,7,3,85,0,0,27,1236,1980,1982
1237,0,0,06-07-2013,Graduation,1,31454.0,1,Married,0,0,9,11,11,0,28,0,3,3,2,8,40,1,2,8,1237,1960,1960
1238,1,0,06-03-2014,Graduation,1,47139.0,1,Single,0,0,23,12,12,2,46,1,2,2,2,7,2,1,2,7,1238,1950,1952
1239,4,0,08-10-2013,Graduation,0,83829.0,0,Divorced,186,161,27,777,430,161,897,7,0,6,4,1,78,0,0,17,1239,1970,1975
1240,1,0,24-09-2012,PhD,1,53378.0,1,Married,8,6,132,166,152,6,489,4,10,6,9,8,41,1,2,29,1240,1960,1963
1241,0,0,08-02-2013,Graduation,1,19656.0,1,Married,6,4,32,19,9,8,25,1,3,3,2,7,94,0,1,9,1241,1970,1970
1242,0,0,20-08-2013,PhD,1,45579.0,0,Married,2,1,1,36,33,1,145,1,1,4,4,6,10,1,1,10,1242,1940,1948
1243,0,0,21-06-2014,2n Cycle,0,85485.0,0,Single,44,26,54,681,611,18,630,6,1,6,6,2,73,0,0,19,1243,1950,1958
1244,1,0,07-04-2014,Graduation,0,55956.0,0,Married,50,38,38,192,104,9,760,3,2,4,7,4,22,0,0,16,1244,1940,1944
1245,0,0,22-01-2013,Master,1,64191.0,0,Single,151,15,15,352,186,38,420,3,3,13,5,3,30,1,1,24,1245,1960,1963
1246,2,0,26-08-2012,Graduation,1,38808.0,1,Single,3,17,30,72,52,19,125,1,4,4,5,8,21,0,1,14,1246,1970,1972
1247,0,0,19-03-2013,Master,1,57183.0,1,Married,7,5,70,76,64,0,464,1,8,7,9,8,51,1,2,25,1247,1960,1966
1248,0,0,21-11-2012,Master,1,23748.0,1,Divorced,12,6,8,47,29,15,6,1,3,3,2,8,97,0,1,9,1248,1960,1968
1249,1,0,26-02-2013,Graduation,1,66303.0,0,Married,16,12,60,124,96,12,1090,4,4,11,3,8,56,1,1,22,1249,1970,1971
1250,1,0,16-12-2013,Master,1,37368.0,1,Married,2,2,10,15,11,2,3,0,1,2,1,6,4,0,1,4,1250,1970,1975
1251,0,1,01-01-2013,Graduation,1,40800.0,1,Married,8,0,10,35,27,30,24,0,2,3,3,7,77,2,3,8,1251,1960,1964
1252,1,0,21-09-2012,Graduation,0,71847.0,0,Divorced,55,21,210,182,106,63,737,7,0,9,6,3,95,0,0,22,1252,1970,1978
1253,0,0,29-11-2013,Graduation,1,46149.0,0,Married,4,6,27,81,71,0,254,1,5,7,5,5,36,1,1,18,1253,1970,1975
1254,2,0,09-08-2012,Graduation,0,78687.0,0,Married,145,185,241,1017,687,55,817,6,1,8,4,2,13,0,0,19,1254,1980,1983
1255,3,0,18-08-2012,2n Cycle,0,49118.0,0,Divorced,99,54,119,392,239,98,620,7,2,10,9,7,90,0,0,28,1255,1970,1971
1256,0,0,20-09-2012,PhD,1,37633.0,1,Married,0,4,1,24,20,0,13,0,2,3,1,9,49,1,2,6,1256,1950,1957
1257,0,0,21-07-2013,Master,0,39767.0,0,Married,34,61,47,299,204,26,113,1,2,7,7,8,18,0,0,17,1257,1950,1951
1258,0,0,05-11-2012,Basic,0,26997.0,0,Married,133,23,144,234,78,49,7,2,2,5,4,7,89,0,0,13,1258,1950,1951
1259,0,0,14-03-2013,Graduation,1,33986.0,1,Divorced,2,2,5,22,18,1,16,0,1,3,1,7,43,0,1,5,1259,1970,1970
1260,2,0,23-11-2012,PhD,1,57091.0,0,Married,6,0,4,30,24,0,462,2,2,5,9,7,82,1,1,18,1260,1970,1972
1261,0,0,08-06-2013,2n Cycle,1,46831.0,1,Married,6,2,34,18,10,4,22,2,2,2,1,4,84,1,2,7,1261,1960,1969
1262,4,0,10-02-2013,Master,0,83151.0,0,Married,137,147,210,1126,842,42,968,7,1,10,5,2,80,0,0,23,1262,1970,1972
1263,0,0,30-12-2012,Graduation,0,52531.0,0,Married,51,112,125,314,151,72,283,2,2,10,7,6,68,0,0,21,1263,1970,1971
1264,0,0,05-09-2013,Graduation,0,15759.0,0,Married,6,2,3,13,5,0,1,0,1,2,1,7,12,0,0,4,1264,1950,1956
1265,0,0,31-07-2013,Graduation,1,22804.0,1,Single,2,1,1,10,7,1,14,0,1,2,2,9,75,0,1,5,1265,1970,1971
1266,0,0,18-03-2014,2n Cycle,1,43050.0,1,Married,6,5,8,35,24,3,30,0,2,4,2,5,10,0,1,8,1266,1970,1973
1267,0,0,07-12-2013,PhD,1,42997.0,1,Single,0,0,5,5,5,1,4,0,1,2,1,7,91,1,2,4,1267,1970,1977
1268,0,0,12-04-2014,PhD,1,48918.0,1,Single,0,0,1,9,9,0,52,0,2,4,1,4,21,1,2,7,1268,1960,1963
1269,0,0,29-03-2014,Master,1,60033.0,0,Married,19,1,48,77,57,11,62,1,2,5,2,2,28,1,1,10,1269,1950,1954
1270,0,0,25-10-2013,PhD,1,34043.0,1,Married,3,2,10,19,14,0,20,0,1,2,2,9,97,0,1,5,1270,1970,1978
1271,1,0,24-06-2013,Graduation,1,57811.0,0,Married,37,7,78,158,114,21,545,2,5,11,7,5,49,1,1,25,1271,1960,1966
1272,2,0,19-02-2014,Graduation,0,78569.0,0,Married,207,79,95,908,622,175,558,6,1,4,4,1,14,0,0,15,1272,1940,1946
1273,0,0,27-12-2012,Graduation,1,7500.0,1,Single,13,5,25,22,4,4,6,1,4,3,2,6,5,1,2,10,1273,1970,1978
1274,4,0,04-03-2013,Graduation,0,94384.0,0,Married,160,24,172,974,790,45,1111,8,0,5,5,2,62,0,0,18,1274,1950,1953
1275,0,0,18-02-2014,2n Cycle,0,23148.0,0,Married,6,6,10,20,8,3,4,0,1,3,2,7,83,0,0,6,1275,1980,1985
1276,0,0,25-02-2013,Graduation,1,44267.0,1,Divorced,3,5,49,73,65,5,183,2,5,4,5,9,48,1,2,16,1276,1970,1970
1277,1,0,01-11-2012,Graduation,0,71626.0,0,Married,94,72,72,542,376,145,546,5,1,8,5,3,94,0,0,19,1277,1970,1979
1278,0,0,28-06-2013,Graduation,1,60894.0,0,Married,10,7,54,172,155,0,606,3,5,8,10,7,61,1,1,26,1278,1960,1966
1279,0,0,03-04-2013,Graduation,1,50200.0,1,Married,8,6,64,65,51,6,266,1,6,5,7,8,70,1,2,19,1279,1970,1976
1280,2,0,23-05-2014,PhD,0,81051.0,0,Married,38,29,14,316,249,29,1142,5,1,12,5,2,43,0,0,23,1280,1960,1965
1281,5,0,14-01-2014,Graduation,0,65169.0,0,Married,0,0,46,69,69,0,1074,4,1,13,10,6,23,0,0,28,1281,1980,1982
1282,0,0,22-07-2013,Graduation,1,59868.0,0,Married,54,51,154,259,154,10,771,2,7,12,11,6,37,1,1,32,1282,1970,1972
1283,0,0,31-01-2014,PhD,1,65695.0,0,Married,0,32,6,221,189,58,371,4,2,10,5,4,50,1,1,21,1283,1960,1960
1284,0,0,23-11-2012,Master,0,64857.0,0,Single,210,14,43,941,717,0,556,5,1,10,7,4,78,0,0,23,1284,1950,1956
1285,0,0,26-08-2013,Master,1,45143.0,0,Married,11,5,14,90,74,5,202,1,3,5,6,7,74,1,1,15,1285,1960,1965
1286,0,0,06-11-2013,2n Cycle,1,74805.0,0,Married,41,162,37,412,209,162,209,7,5,10,4,2,14,1,1,26,1286,1950,1955
1287,0,0,11-01-2014,2n Cycle,1,59060.0,1,Married,36,40,12,187,111,40,35,1,3,7,3,4,77,0,1,14,1287,1980,1989
1288,0,0,20-04-2013,PhD,1,27238.0,1,Single,0,0,3,17,17,0,37,0,3,3,3,9,39,1,2,9,1288,1960,1962
1289,0,0,01-10-2013,Graduation,1,47009.0,0,Married,59,45,90,177,73,10,171,2,4,8,3,4,89,1,1,17,1289,1960,1965
1290,0,0,10-06-2014,2n Cycle,1,46094.0,1,Married,3,2,5,25,20,2,12,0,1,3,1,7,62,1,2,5,1290,1970,1973
1291,0,0,29-07-2013,Graduation,1,40321.0,1,Married,6,4,27,31,21,0,44,0,2,3,3,7,59,1,2,8,1291,1970,1972
1292,0,0,01-02-2014,Graduation,1,37235.0,1,Married,4,2,20,15,9,6,20,1,1,2,1,4,68,0,1,5,1292,1980,1984
1293,0,0,22-04-2013,Master,0,81843.0,0,Married,34,86,138,657,537,69,779,9,1,12,5,3,13,0,0,27,1293,1960,1960
1294,0,0,06-06-2013,Master,1,46692.0,0,Married,24,6,88,127,97,12,170,1,3,5,6,6,37,1,1,15,1294,1950,1958
1295,1,0,07-01-2014,Graduation,1,77382.0,0,Married,112,48,134,391,231,105,491,7,2,12,5,1,36,1,1,26,1295,1960,1968
1296,2,1,03-09-2012,Graduation,1,37774.0,2,Single,7,8,176,122,107,2,173,2,4,3,7,9,28,0,2,16,1296,1970,1977
1297,0,0,29-03-2014,Basic,1,18393.0,1,Married,16,10,4,39,13,0,7,0,2,3,3,8,2,0,1,8,1297,1970,1974
1298,0,0,14-02-2013,Master,1,72828.0,0,Married,19,0,205,254,235,14,1205,3,6,13,6,7,17,1,1,28,1298,1960,1962
1299,0,0,18-04-2014,Graduation,0,24711.0,0,Married,6,7,7,38,25,3,10,0,1,3,3,7,86,0,0,7,1299,1980,1982
1300,0,0,25-09-2013,PhD,1,45503.0,1,Married,6,4,18,54,44,1,97,1,1,4,3,5,54,0,1,9,1300,1970,1975
1301,2,0,17-11-2013,PhD,0,71604.0,0,Married,98,53,97,679,528,75,345,3,1,5,8,4,3,0,0,17,1301,1940,1945
1302,0,0,07-03-2014,Graduation,1,27244.0,1,Married,3,5,46,25,17,24,6,2,2,2,2,7,84,0,1,8,1302,1970,1979
1303,1,0,12-12-2012,Graduation,1,48752.0,1,Married,71,57,0,228,100,15,73,1,5,5,6,9,8,1,2,17,1303,1960,1969
1304,2,0,18-09-2013,Graduation,1,71434.0,0,Married,172,36,168,425,217,96,711,4,3,7,7,4,4,1,1,21,1304,1960,1962
1305,0,0,29-07-2013,Graduation,0,90842.0,0,Single,182,70,93,370,118,187,774,9,1,13,4,1,57,0,0,27,1305,1940,1948
1306,4,0,18-08-2012,Master,1,88097.0,1,Married,0,0,75,480,480,126,163,5,1,8,6,9,24,0,1,20,1306,1970,1978
1307,0,0,17-09-2013,Graduation,1,51948.0,0,Married,71,33,41,158,54,30,82,2,2,4,5,5,51,1,1,13,1307,1970,1975
1308,0,0,08-05-2013,Graduation,0,71853.0,0,Married,141,108,32,662,413,97,358,8,1,6,2,1,29,0,0,17,1308,1980,1982
1309,0,0,20-04-2014,Master,0,35876.0,0,Married,4,2,14,46,40,3,66,1,1,3,3,6,13,0,0,8,1309,1980,1983
1310,0,0,16-10-2013,Graduation,1,40049.0,0,Divorced,0,6,3,13,7,3,13,0,1,3,1,6,23,1,1,5,1310,1950,1952
1311,1,0,08-08-2012,Graduation,1,39660.0,1,Single,20,13,36,111,78,13,139,1,3,3,7,9,36,0,1,14,1311,1980,1982
