,Income,NumWebVisitsMonth,TotalChild,Basic,Graduation,Master,PhD,Married,Single,1,1950,1960,1970,1980,1990
794,87771.0,6,1,0,1,0,0,1,0,1,1,0,0,0,0
795,78353.0,8,1,0,0,0,0,0,0,1,1,0,0,0,0
796,93404.0,5,3,0,1,0,0,1,0,1,1,0,0,0,0
797,37859.0,8,3,0,1,0,0,0,0,1,0,1,0,0,0
798,80995.0,4,1,0,0,0,1,0,0,1,1,0,0,0,0
799,16529.0,6,1,0,1,0,0,1,0,1,0,0,0,1,0
800,55412.0,5,2,0,0,0,1,0,0,1,0,0,1,0,0
801,48789.0,6,0,0,1,0,0,0,1,0,0,0,0,0,1
802,56575.0,5,2,0,0,0,1,1,0,1,0,1,0,0,0
803,25130.0,7,1,0,0,0,0,1,0,1,0,0,0,1,0
804,35441.0,8,2,0,1,0,0,1,0,1,0,1,0,0,0
805,71391.0,3,1,0,1,0,0,1,0,1,1,0,0,0,0
806,49494.0,7,1,0,0,1,0,0,1,1,0,0,1,0,0
807,81702.0,3,0,0,1,0,0,0,0,0,0,0,0,1,0
808,45889.0,6,1,0,0,0,0,0,1,1,0,0,0,1,0
809,56628.0,5,1,0,1,0,0,0,1,1,0,0,1,0,0
810,34026.0,5,2,0,1,0,0,1,0,1,1,0,0,0,0
811,40049.0,5,1,0,1,0,0,1,0,1,0,0,1,0,0
812,34176.0,6,1,0,1,0,0,0,1,1,0,0,0,1,0
813,19419.0,9,1,0,1,0,0,1,0,1,0,0,0,1,0
814,82504.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
815,81205.0,2,0,0,1,0,0,1,0,0,0,0,1,0,0
816,61618.0,3,0,0,0,0,0,0,1,0,0,0,0,0,1
817,55284.0,5,1,0,0,1,0,0,1,1,1,0,0,0,0
818,49980.0,5,1,0,1,0,0,0,1,1,0,1,0,0,0
819,15072.0,5,2,0,1,0,0,1,0,1,0,0,0,1,0
820,49166.0,6,1,0,1,0,0,0,1,1,0,0,1,0,0
821,65324.0,4,1,0,0,0,1,1,0,1,1,0,0,0,0
822,82347.0,3,0,0,0,0,0,1,0,0,1,0,0,0,0
823,30843.0,5,2,0,0,0,1,1,0,1,0,1,0,0,0
824,46374.0,8,1,0,0,0,1,1,0,1,0,0,1,0,0
825,60474.0,7,1,0,1,0,0,0,1,1,0,0,1,0,0
826,38576.0,7,1,0,0,1,0,1,0,1,0,0,1,0,0
827,55357.0,5,2,0,1,0,0,1,0,1,0,0,0,1,0
828,37758.0,8,2,0,1,0,0,1,0,1,0,1,0,0,0
829,85710.0,2,0,0,0,0,0,1,0,0,0,0,0,1,0
830,23228.0,8,1,0,1,0,0,1,0,1,0,1,0,0,0
831,44602.0,8,2,0,0,1,0,1,0,1,0,1,0,0,0
832,7500.0,6,0,0,1,0,0,1,0,0,0,0,0,1,0
833,38683.0,7,1,0,0,0,0,1,0,1,0,0,0,1,0
834,49514.0,7,1,0,0,0,0,0,1,1,0,0,1,0,0
835,57906.0,4,1,0,0,0,1,1,0,1,0,0,1,0,0
836,43456.0,5,1,0,0,1,0,0,1,1,0,1,0,0,0
837,19485.0,7,2,0,0,1,0,0,1,1,0,0,0,1,0
838,53172.0,3,1,0,1,0,0,1,0,1,0,0,1,0,0
839,30545.0,7,1,0,1,0,0,1,0,1,0,0,1,0,0
840,70123.0,3,0,0,0,0,1,1,0,0,0,0,0,1,0
841,62450.0,3,1,0,1,0,0,0,1,1,1,0,0,0,0
842,21675.0,7,1,0,1,0,0,1,0,1,0,0,1,0,0
843,42395.0,7,2,0,0,0,0,0,1,1,0,0,0,1,0
844,61346.0,3,1,0,0,1,0,1,0,1,0,0,1,0,0
845,80812.0,2,0,0,1,0,0,1,0,0,1,0,0,0,0
846,42835.0,6,2,0,0,1,0,0,0,1,0,0,1,0,0
847,39922.0,8,1,0,1,0,0,1,0,1,0,0,0,1,0
848,86424.0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
849,17117.0,9,1,0,0,0,0,1,0,1,0,0,1,0,0
850,24762.0,8,1,0,1,0,0,0,1,1,0,0,1,0,0
851,35797.0,8,1,0,1,0,0,1,0,1,0,0,1,0,0
852,36627.0,5,2,0,1,0,0,0,0,1,0,0,1,0,0
853,51111.0,6,2,0,0,0,0,1,0,1,0,0,0,1,0
854,86857.0,2,0,0,0,0,1,0,1,0,0,0,1,0,0
855,82072.0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
856,46231.0,9,3,0,0,0,1,0,1,1,1,0,0,0,0
857,42243.0,7,2,0,1,0,0,1,0,1,1,0,0,0,0
858,51195.0,8,2,0,1,0,0,1,0,1,0,1,0,0,0
859,68092.0,5,0,0,0,1,0,0,1,0,0,0,1,0,0
860,31814.0,9,1,0,1,0,0,1,0,1,0,0,1,0,0
861,51390.0,5,2,0,0,1,0,0,0,1,0,1,0,0,0
862,76630.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
863,26868.0,7,1,1,0,0,0,0,1,1,0,0,0,0,1
864,48948.0,6,0,0,0,0,1,0,0,0,0,0,0,0,0
865,55260.0,6,1,0,0,0,1,0,1,1,0,0,1,0,0
866,64090.0,5,1,0,1,0,0,1,0,1,1,0,0,0,0
867,78331.0,4,1,0,1,0,0,0,0,1,1,0,0,0,0
868,37087.0,6,1,0,0,0,1,1,0,1,0,0,1,0,0
869,21846.0,8,1,0,1,0,0,0,0,1,0,0,0,1,0
870,81320.0,2,0,0,1,0,0,1,0,0,1,0,0,0,0
871,54137.0,6,1,0,1,0,0,0,0,1,0,0,1,0,0
872,66825.0,2,0,0,1,0,0,1,0,0,0,1,0,0,0
873,57100.0,3,0,0,1,0,0,1,0,0,0,0,1,0,0
874,58917.0,5,3,0,1,0,0,1,0,1,0,1,0,0,0
875,86429.0,2,0,0,1,0,0,0,1,0,0,1,0,0,0
876,45684.0,7,1,0,1,0,0,0,0,1,0,0,1,0,0
877,47889.0,5,1,0,1,0,0,1,0,1,0,0,1,0,0
878,45921.0,4,0,0,0,0,1,1,0,0,0,0,0,1,0
879,78420.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
880,75114.0,2,0,0,1,0,0,1,0,0,0,0,0,0,1
881,52278.0,8,1,0,0,0,1,0,0,1,0,1,0,0,0
882,35641.0,7,1,0,0,1,0,1,0,1,0,0,1,0,0
883,62820.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
884,73113.0,2,0,0,0,1,0,1,0,0,0,1,0,0,0
885,84169.0,3,0,0,0,0,1,1,0,0,0,0,0,1,0
886,42607.0,3,1,0,0,0,0,0,1,1,1,0,0,0,0
887,74637.0,3,0,0,0,0,1,0,1,0,1,0,0,0,0
888,46015.0,7,2,0,0,0,1,1,0,1,1,0,0,0,0
889,72354.0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
890,39858.0,6,1,0,0,1,0,0,1,1,0,1,0,0,0
891,34469.0,4,2,0,0,0,1,1,0,1,0,0,0,0,0
892,83033.0,5,1,0,1,0,0,1,0,1,0,0,0,1,0
893,24401.0,8,0,0,0,1,0,1,0,0,0,0,1,0,0
894,77583.0,2,0,0,1,0,0,1,0,0,0,0,1,0,0
895,74116.0,2,0,0,0,0,0,0,1,0,0,0,0,1,0
896,74293.0,2,0,0,1,0,0,0,1,0,0,0,0,0,1
897,68397.0,3,1,0,0,0,1,1,0,1,0,0,1,0,0
898,79632.0,2,0,0,0,0,1,1,0,0,0,0,1,0,0
899,46107.0,3,1,0,1,0,0,0,1,1,0,0,0,1,0
900,64950.0,7,1,0,0,0,1,0,1,1,1,0,0,0,0
901,25443.0,8,1,1,0,0,0,1,0,1,0,0,0,1,0
902,75127.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
903,32892.0,8,1,0,0,0,1,1,0,1,0,0,1,0,0
904,71796.0,4,0,0,1,0,0,1,0,0,0,0,1,0,0
905,67536.0,8,1,0,0,0,1,1,0,1,0,0,1,0,0
906,55239.0,5,1,0,1,0,0,0,1,1,0,0,1,0,0
907,60554.0,6,1,0,0,0,1,0,0,1,0,0,1,0,0
908,64831.0,6,2,0,0,0,0,0,1,1,1,0,0,0,0
909,56067.0,5,1,0,0,0,1,1,0,1,0,1,0,0,0
910,82025.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
911,94384.0,2,0,0,1,0,0,1,0,0,1,0,0,0,0
912,14906.0,7,0,1,0,0,0,0,1,0,0,0,0,1,0
913,51563.0,8,0,0,0,0,1,1,0,0,0,0,0,1,0
914,57937.0,3,1,0,0,0,0,1,0,1,0,0,0,1,0
915,68274.0,3,2,0,1,0,0,0,0,1,0,0,1,0,0
916,39771.0,4,1,0,1,0,0,1,0,1,0,0,1,0,0
917,67893.0,8,1,0,0,0,0,0,0,1,0,0,1,0,0
918,27922.0,4,1,0,0,0,1,1,0,1,0,0,1,0,0
919,52190.0,5,2,0,0,0,1,1,0,1,0,0,1,0,0
920,44051.0,6,2,0,0,1,0,0,0,1,0,0,1,0,0
921,42767.0,8,2,0,0,0,1,0,1,1,0,0,1,0,0
922,46106.0,6,2,0,0,1,0,1,0,1,0,0,1,0,0
923,16927.0,8,2,0,0,0,1,1,0,1,0,0,1,0,0
924,59754.0,5,1,0,1,0,0,1,0,1,0,1,0,0,0
925,53700.0,5,1,0,1,0,0,0,1,1,1,0,0,0,0
926,59041.0,5,2,0,1,0,0,1,0,1,0,0,1,0,0
927,54237.0,6,1,0,0,0,1,0,0,1,1,0,0,0,0
928,70647.0,2,1,0,1,0,0,0,0,1,0,1,0,0,0
929,52597.0,5,1,0,0,0,1,0,1,1,0,1,0,0,0
930,41021.0,6,1,0,0,1,0,1,0,1,0,1,0,0,0
931,40233.0,6,1,0,0,0,1,1,0,1,0,0,1,0,0
932,50183.0,5,2,0,1,0,0,1,0,1,0,0,0,1,0
933,54753.0,4,1,0,1,0,0,1,0,1,1,0,0,0,0
934,92955.0,2,0,0,1,0,0,1,0,0,0,0,1,0,0
935,33471.0,7,1,0,1,0,0,1,0,1,0,0,1,0,0
936,34596.0,8,1,0,0,0,1,1,0,1,0,0,1,0,0
937,44010.0,9,1,0,1,0,0,1,0,1,0,0,0,1,0
938,84219.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
939,40706.0,7,3,0,0,0,1,1,0,1,0,1,0,0,0
940,15716.0,8,1,0,0,0,0,1,0,1,0,0,0,1,0
941,59052.0,5,1,0,0,0,0,0,0,1,1,0,0,0,0
942,80573.0,2,0,0,0,1,0,1,0,0,0,0,1,0,0
943,82576.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
944,56962.0,7,3,0,0,1,0,1,0,1,0,1,0,0,0
945,35704.0,4,2,0,1,0,0,1,0,1,1,0,0,0,0
946,53103.0,7,1,0,1,0,0,1,0,1,1,0,0,0,0
947,46779.0,4,2,0,0,0,0,0,0,1,0,1,0,0,0
948,33462.0,7,1,0,0,1,0,0,0,1,0,0,1,0,0
949,63693.0,6,1,0,1,0,0,0,0,1,0,0,1,0,0
950,80763.0,3,0,0,1,0,0,1,0,0,1,0,0,0,0
951,65352.0,4,1,0,0,0,1,1,0,1,0,0,1,0,0
952,82170.0,2,0,0,0,0,1,1,0,0,0,0,1,0,0
953,75759.0,5,0,0,1,0,0,1,0,0,0,1,0,0,0
954,79689.0,2,0,0,0,0,0,0,1,0,0,0,1,0,0
955,35340.0,5,2,0,0,0,1,0,0,1,1,0,0,0,0
956,85683.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
957,24884.0,7,1,0,0,0,0,1,0,1,0,0,1,0,0
958,42021.0,9,1,0,0,1,0,1,0,1,0,0,0,1,0
959,64449.0,4,1,0,1,0,0,0,1,1,0,0,0,1,0
960,64587.0,3,2,0,1,0,0,0,0,1,1,0,0,0,0
961,34824.0,6,0,0,1,0,0,0,1,0,0,0,0,0,1
962,75437.0,6,0,0,1,0,0,1,0,0,0,0,1,0,0
963,26091.0,5,2,0,1,0,0,1,0,1,1,0,0,0,0
964,52845.0,6,1,0,1,0,0,1,0,1,0,0,1,0,0
965,46086.0,4,1,0,1,0,0,0,0,1,1,0,0,0,0
966,78028.0,7,1,0,0,0,1,0,0,1,1,0,0,0,0
967,56337.0,8,2,0,0,0,0,1,0,1,0,0,0,1,0
968,22434.0,8,1,0,1,0,0,1,0,1,0,0,0,1,0
969,36930.0,8,1,0,0,0,1,1,0,1,1,0,0,0,0
970,36130.0,4,1,0,1,0,0,0,1,1,1,0,0,0,0
971,65569.0,3,1,0,0,1,0,1,0,1,1,0,0,0,0
972,83844.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
973,19514.0,8,2,0,1,0,0,1,0,1,0,1,0,0,0
974,36736.0,6,2,0,0,0,1,0,1,1,0,1,0,0,0
975,77568.0,5,1,0,1,0,0,1,0,1,0,0,1,0,0
976,49187.0,2,1,0,0,0,1,1,0,1,0,0,1,0,0
977,30168.0,9,1,0,1,0,0,0,1,1,0,0,1,0,0
978,34053.0,8,1,0,0,1,0,1,0,1,0,1,0,0,0
979,38196.0,5,2,0,0,1,0,1,0,1,0,0,1,0,0
980,59412.0,3,0,0,0,1,0,1,0,0,1,0,0,0,0
981,70924.0,3,0,0,0,0,0,1,0,0,0,1,0,0,0
982,54165.0,2,0,0,1,0,0,1,0,0,0,1,0,0,0
983,32300.0,8,1,0,1,0,0,1,0,1,0,0,1,0,0
984,20180.0,7,0,0,1,0,0,0,1,0,0,0,1,0,0
985,34961.0,7,1,0,1,0,0,1,0,1,0,0,1,0,0
986,28440.0,8,1,0,0,0,1,1,0,1,0,0,1,0,0
987,64504.0,7,3,0,0,0,1,1,0,1,1,0,0,0,0
988,33564.0,5,1,0,0,1,0,1,0,1,0,1,0,0,0
989,17345.0,8,1,0,1,0,0,1,0,1,0,0,1,0,0
990,56320.0,4,1,0,0,0,1,1,0,1,0,1,0,0,0
991,28647.0,7,1,0,1,0,0,0,1,1,0,0,1,0,0
992,15038.0,9,1,1,0,0,0,0,1,1,0,0,0,1,0
993,32173.0,4,1,0,0,0,1,0,0,1,1,0,0,0,0
994,68316.0,6,1,0,0,0,0,1,0,1,0,1,0,0,0
995,74538.0,3,0,0,1,0,0,1,0,0,0,0,1,0,0
996,91700.0,3,0,0,1,0,0,0,1,0,0,0,1,0,0
997,68695.0,2,0,0,1,0,0,1,0,0,0,1,0,0,0
998,31056.0,8,1,0,0,0,0,1,0,1,0,0,1,0,0
999,79593.0,2,0,0,1,0,0,1,0,0,0,0,1,0,0
1000,28071.0,8,0,0,1,0,0,0,1,0,0,0,0,1,0
1001,37334.0,4,2,0,0,0,1,1,0,1,1,0,0,0,0
1002,46423.0,7,2,0,0,1,0,0,1,1,0,0,1,0,0
1003,37126.0,6,1,0,0,0,1,1,0,1,0,0,1,0,0
1004,47703.0,5,1,0,1,0,0,1,0,1,1,0,0,0,0
1005,61180.0,3,1,0,1,0,0,1,0,1,1,0,0,0,0
1006,38998.0,8,2,0,1,0,0,1,0,1,1,0,0,0,0
1007,76081.0,2,0,0,1,0,0,1,0,0,0,1,0,0,0
1008,34728.0,6,1,0,1,0,0,1,0,1,0,0,0,1,0
1009,33168.0,7,1,0,0,1,0,0,1,1,0,1,0,0,0
1010,33585.0,4,1,0,0,1,0,1,0,1,0,1,0,0,0
1011,77037.0,3,1,0,0,0,1,1,0,1,0,1,0,0,0
1012,35196.0,8,1,0,1,0,0,1,0,1,0,0,0,1,0
1013,44529.0,5,1,0,1,0,0,1,0,1,0,1,0,0,0
1014,70924.0,3,0,0,0,0,0,1,0,0,0,1,0,0,0
1015,28764.0,8,2,0,0,0,1,1,0,1,0,1,0,0,0
1016,69098.0,5,0,0,0,0,1,1,0,0,0,0,0,0,0
1017,25959.0,6,2,0,0,0,0,0,0,1,0,0,1,0,0
1018,27100.0,7,1,0,0,1,0,1,0,1,0,0,0,1,0
1019,70596.0,2,0,0,1,0,0,0,1,0,0,0,0,1,0
1020,42557.0,8,1,0,1,0,0,1,0,1,0,0,1,0,0
1021,53312.0,7,0,0,0,0,1,1,0,0,1,0,0,0,0
1022,72228.0,3,0,0,1,0,0,0,1,0,1,0,0,0,0
1023,67605.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
1024,62845.0,8,2,0,0,1,0,1,0,1,0,0,0,0,0
1025,65196.0,5,2,0,1,0,0,1,0,1,1,0,0,0,0
1026,42000.0,5,0,0,0,0,1,0,1,0,0,0,0,1,0
1027,35860.0,5,2,0,0,0,1,0,0,1,0,0,1,0,0
1028,65526.0,2,1,0,0,0,1,1,0,1,0,1,0,0,0
1029,16860.0,7,2,0,1,0,0,1,0,1,0,1,0,0,0
1030,83528.0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
1031,64176.0,6,1,0,0,0,0,0,0,1,0,1,0,0,0
1032,22304.0,8,0,0,1,0,0,0,0,0,1,0,0,0,0
1033,67023.0,2,0,0,1,0,0,1,0,0,0,0,1,0,0
1034,32892.0,8,1,0,0,0,1,1,0,1,0,0,1,0,0
1035,70713.0,3,1,0,1,0,0,1,0,1,0,1,0,0,0
1036,59925.0,6,1,0,1,0,0,1,0,1,1,0,0,0,0
1037,39722.0,5,1,0,1,0,0,1,0,1,1,0,0,0,0
1038,46610.0,6,0,0,1,0,0,1,0,0,1,0,0,0,0
1039,88347.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
1040,87171.0,2,0,0,0,0,1,1,0,0,0,0,0,1,0
1041,26907.0,7,2,0,0,0,0,1,0,1,0,0,1,0,0
1042,50014.0,5,1,0,0,1,0,0,1,1,0,1,0,0,0
1043,41014.0,7,1,0,0,0,1,1,0,1,0,0,1,0,0
1044,66294.0,2,0,0,1,0,0,0,1,0,0,1,0,0,0
1045,36715.0,9,1,0,1,0,0,1,0,1,0,0,1,0,0
1046,79456.0,3,0,0,1,0,0,1,0,0,1,0,0,0,0
1047,40479.0,4,1,0,1,0,0,1,0,1,0,0,0,1,0
1048,75345.0,3,0,0,0,1,0,0,1,0,0,0,1,0,0
1049,54233.0,8,1,0,1,0,0,1,0,1,0,0,1,0,0
1050,24163.0,4,2,0,1,0,0,0,1,1,0,0,1,0,0
1051,84460.0,5,0,0,0,0,1,1,0,0,1,0,0,0,0
1052,43776.0,6,1,0,1,0,0,1,0,1,0,0,0,1,0
1053,71691.0,2,0,0,0,0,1,0,1,0,1,0,0,0,0
1054,85844.0,2,0,0,0,0,1,1,0,0,0,0,1,0,0
1055,39190.0,5,1,0,0,0,1,0,1,1,0,0,1,0,0
1056,71367.0,2,0,0,1,0,0,1,0,0,1,0,0,0,0
1057,38578.0,8,2,0,0,0,1,0,1,1,0,0,1,0,0
1058,57236.0,3,2,0,0,0,1,1,0,1,0,1,0,0,0
1059,61825.0,4,1,0,1,0,0,0,1,1,0,0,1,0,0
1060,79803.0,1,1,0,1,0,0,0,0,1,1,0,0,0,0
1061,80910.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1062,27590.0,7,1,0,0,1,0,1,0,1,0,0,0,1,0
1063,56775.0,5,1,0,1,0,0,1,0,1,0,0,1,0,0
1064,83829.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1065,54210.0,5,1,0,0,0,0,1,0,1,0,0,1,0,0
1066,38508.0,8,1,0,1,0,0,1,0,1,0,0,0,1,0
1067,53187.0,5,1,0,1,0,0,1,0,1,0,0,1,0,0
1068,30023.0,8,1,0,1,0,0,1,0,1,0,0,1,0,0
1069,76045.0,2,0,0,0,0,1,0,1,0,0,1,0,0,0
1070,50870.0,5,1,0,0,0,1,1,0,1,1,0,0,0,0
1071,15315.0,5,0,0,0,0,0,1,0,0,0,0,1,0,0
1072,65463.0,5,1,0,0,0,0,1,0,1,0,0,1,0,0
1073,66480.0,4,2,0,1,0,0,1,0,1,0,1,0,0,0
1074,76773.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1075,81698.0,5,0,0,0,0,0,0,1,0,0,0,0,1,0
1076,54466.0,5,2,0,0,0,1,0,1,1,0,0,1,0,0
1077,16269.0,8,1,0,0,0,1,0,1,1,0,0,0,1,0
1078,71819.0,6,1,0,1,0,0,1,0,1,0,0,1,0,0
1079,33569.0,8,1,0,0,0,1,1,0,1,0,0,0,1,0
1080,36262.0,6,0,0,0,1,0,1,0,0,0,0,0,1,0
1081,22634.0,8,0,1,0,0,0,1,0,0,0,1,0,0,0
1082,47025.0,9,1,0,0,0,0,1,0,1,0,0,1,0,0
1083,70566.0,3,1,0,1,0,0,0,1,1,0,1,0,0,0
1084,31605.0,7,1,0,0,0,1,1,0,1,0,0,1,0,0
1085,52034.0,7,2,0,0,1,0,0,0,1,0,0,1,0,0
1086,48526.0,3,1,0,1,0,0,0,1,1,0,0,1,0,0
1087,46734.0,7,1,0,1,0,0,1,0,1,1,0,0,0,0
1088,39552.0,8,2,0,1,0,0,0,0,1,0,1,0,0,0
1089,86358.0,8,2,0,1,0,0,0,1,1,0,1,0,0,0
1090,46931.0,3,3,0,1,0,0,1,0,1,0,0,1,0,0
1091,16581.0,4,0,1,0,0,0,0,1,0,0,0,0,1,0
1092,63998.0,4,0,0,0,0,0,0,0,0,1,0,0,0,0
1093,67381.0,7,1,0,0,1,0,1,0,1,1,0,0,0,0
1094,25930.0,7,2,0,1,0,0,0,1,1,0,1,0,0,0
1095,42693.0,5,1,0,1,0,0,1,0,1,0,0,1,0,0
1096,85606.0,3,1,0,1,0,0,1,0,1,0,0,1,0,0
1097,72903.0,4,0,0,1,0,0,0,1,0,0,0,0,1,0
1098,49669.0,6,1,0,0,0,0,1,0,1,0,0,1,0,0
1099,36778.0,9,2,0,0,0,1,1,0,1,0,1,0,0,0
1100,85696.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1101,10979.0,5,0,0,0,1,0,0,0,0,0,0,0,1,0
1102,49678.0,7,1,0,1,0,0,1,0,1,0,1,0,0,0
1103,56129.0,4,1,0,0,1,0,1,0,1,1,0,0,0,0
1104,37155.0,5,1,0,1,0,0,1,0,1,0,0,0,1,0
1105,21282.0,6,1,0,0,0,0,0,0,1,0,0,1,0,0
1106,33419.0,7,1,0,0,0,1,0,1,1,0,1,0,0,0
1107,63285.0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1108,21255.0,4,1,0,0,1,0,1,0,1,0,0,1,0,0
1109,42162.0,6,1,0,1,0,0,1,0,1,0,0,0,1,0
1110,54450.0,8,2,0,1,0,0,1,0,1,1,0,0,0,0
1111,57744.0,8,1,0,0,0,1,1,0,1,1,0,0,0,0
1112,26576.0,9,1,0,1,0,0,0,1,1,0,0,0,1,0
1113,57513.0,6,0,0,0,0,1,0,0,0,0,0,0,0,0
1114,68142.0,6,1,0,1,0,0,1,0,1,0,1,0,0,0
1115,7500.0,8,1,0,1,0,0,1,0,1,0,0,1,0,0
1116,83145.0,2,0,0,1,0,0,1,0,0,0,0,1,0,0
1117,54197.0,1,1,0,0,1,0,1,0,1,0,1,0,0,0
1118,23091.0,7,2,0,0,0,1,0,1,1,0,1,0,0,0
1119,46049.0,7,2,0,1,0,0,1,0,1,0,0,1,0,0
1120,56715.0,4,0,0,1,0,0,1,0,0,0,0,1,0,0
1121,79410.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
1122,57304.0,5,1,0,1,0,0,1,0,1,1,0,0,0,0
1123,44375.0,5,1,0,1,0,0,1,0,1,0,1,0,0,0
1124,54450.0,8,2,0,1,0,0,1,0,1,1,0,0,0,0
1125,59594.0,7,1,0,1,0,0,1,0,1,0,1,0,0,0
1126,80685.0,2,0,0,1,0,0,1,0,0,0,0,0,0,1
1127,40344.0,7,1,0,0,0,1,1,0,1,0,0,1,0,0
1128,62710.0,4,1,0,1,0,0,1,0,1,0,0,1,0,0
1129,48985.0,3,1,0,0,0,0,1,0,1,0,1,0,0,0
1130,35322.0,8,3,0,1,0,0,1,0,1,0,1,0,0,0
1131,77142.0,2,0,0,1,0,0,1,0,0,0,0,0,0,0
1132,81657.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
1133,14421.0,5,0,1,0,0,0,1,0,0,0,0,0,0,1
1134,20130.0,8,0,0,0,0,0,1,0,0,0,0,1,0,0
1135,74214.0,5,0,0,0,0,1,1,0,0,0,0,0,0,1
1136,66726.0,7,2,0,0,1,0,1,0,1,1,0,0,0,0
1137,23724.0,8,1,1,0,0,0,1,0,1,0,0,1,0,0
1138,47353.0,5,1,0,0,1,0,1,0,1,0,1,0,0,0
1139,33444.0,8,2,0,0,1,0,1,0,1,1,0,0,0,0
1140,54386.0,3,1,0,1,0,0,1,0,1,0,0,0,1,0
1141,28510.0,5,2,0,1,0,0,0,0,1,0,0,0,1,0
1142,90638.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1143,48070.0,7,1,0,1,0,0,1,0,1,1,0,0,0,0
1144,43140.0,6,1,0,1,0,0,1,0,1,1,0,0,0,0
1145,54959.0,7,1,0,0,0,1,0,0,1,0,1,0,0,0
1146,15056.0,5,2,1,0,0,0,0,1,1,1,0,0,0,0
1147,26954.0,7,1,0,1,0,0,0,1,1,0,0,1,0,0
1148,22327.0,5,1,0,1,0,0,0,1,1,0,0,0,1,0
1149,44393.0,4,2,0,1,0,0,1,0,1,0,1,0,0,0
1150,62000.0,4,1,0,0,0,1,0,1,1,1,0,0,0,0
1151,31497.0,8,1,0,0,0,1,1,0,1,0,1,0,0,0
1152,45894.0,5,2,0,0,0,0,1,0,1,0,0,1,0,0
1153,78579.0,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1154,67369.0,4,1,0,0,1,0,0,0,1,0,1,0,0,0
1155,58401.0,4,1,0,1,0,0,0,0,1,0,1,0,0,0
1156,62307.0,5,1,0,1,0,0,0,1,1,1,0,0,0,0
1157,43641.0,6,2,0,0,1,0,1,0,1,0,1,0,0,0
1158,63841.0,6,1,0,0,1,0,0,0,1,0,1,0,0,0
1159,46891.0,4,1,0,0,0,0,1,0,1,0,1,0,0,0
1160,70091.0,8,1,0,0,1,0,1,0,1,0,1,0,0,0
1161,78075.0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
1162,59184.0,5,1,0,0,0,0,0,0,1,0,1,0,0,0
1163,54809.0,4,2,0,1,0,0,1,0,1,0,0,1,0,0
1164,58113.0,7,1,0,1,0,0,1,0,1,1,0,0,0,0
1165,51412.0,4,1,0,0,1,0,1,0,1,1,0,0,0,0
1166,15287.0,7,1,0,1,0,0,0,0,1,0,0,1,0,0
1167,66636.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
1168,50965.0,8,1,0,0,1,0,1,0,1,1,0,0,0,0
1169,84618.0,2,0,0,0,0,1,1,0,0,0,1,0,0,0
1170,18351.0,7,0,0,1,0,0,1,0,0,0,0,0,0,1
1171,40451.0,5,2,0,0,0,1,1,0,1,1,0,0,0,0
1172,36317.0,7,1,0,1,0,0,1,0,1,0,1,0,0,0
1173,42213.0,7,1,0,1,0,0,1,0,1,1,0,0,0,0
1174,65748.0,1,1,0,1,0,0,1,0,1,1,0,0,0,0
1175,77044.0,4,1,0,1,0,0,1,0,1,0,0,1,0,0
1176,74918.0,3,0,0,1,0,0,1,0,0,0,1,0,0,0
1177,56721.0,6,2,0,1,0,0,1,0,1,0,0,1,0,0
1178,42160.0,6,2,0,1,0,0,0,1,1,0,0,1,0,0
1179,61559.0,3,1,0,1,0,0,0,1,1,0,1,0,0,0
1180,33629.0,9,2,0,0,0,1,1,0,1,0,1,0,0,0
1181,68682.0,2,0,0,0,0,1,1,0,0,0,0,0,0,1
1182,34377.0,7,1,0,1,0,0,0,1,1,0,1,0,0,0
1183,8940.0,8,1,1,0,0,0,0,1,1,0,0,0,1,0
1184,26228.0,8,1,0,1,0,0,1,0,1,0,0,1,0,0
1185,77297.0,4,0,0,0,0,0,0,0,0,1,0,0,0,0
